From src:'1'	To src:'7'
CHEMBL1300831	123358
CHEMBL1437961	105279
CHEMBL1516474	51044
CHEMBL4078617	76962
CHEMBL722	27976
CHEMBL487186	83779
CHEMBL501490	75630
CHEMBL1801971	67711
CHEMBL88621	28388
CHEMBL1583344	114896
CHEMBL2356023	4591
CHEMBL1641872	70625
CHEMBL1270004	93401
CHEMBL1578631	107957
CHEMBL1256179	31191
CHEMBL520570	9912
CHEMBL1498526	107098
CHEMBL1367774	91571
CHEMBL220854	66425
CHEMBL192627	36703
CHEMBL1578600	91763
CHEMBL2106471	134992
CHEMBL1270949	70651
CHEMBL2130744	77570
CHEMBL1221666	73806
CHEMBL1374214	114706
CHEMBL692	17754
CHEMBL568192	60893
CHEMBL1327424	105562
CHEMBL1478231	114668
CHEMBL1199480	135826
CHEMBL1200806	7477
CHEMBL61872	34992
CHEMBL400927	4773
CHEMBL1797308	50481
CHEMBL1382534	114594
CHEMBL39176	74869
CHEMBL566061	93236
CHEMBL2268728	136837
CHEMBL1730608	126294
CHEMBL1329343	63795
CHEMBL1504585	121866
CHEMBL1731235	93566
CHEMBL1891902	113507
CHEMBL449317	28775
CHEMBL68108	156436
CHEMBL153648	107652
CHEMBL1312	28774
CHEMBL1797274	34566
CHEMBL1538121	121135
CHEMBL491480	66212
CHEMBL1704084	93586
CHEMBL1490643	108573
CHEMBL25539	94436
CHEMBL275391	3684
CHEMBL1873684	51348
CHEMBL1697698	81774
CHEMBL453969	23716
CHEMBL2365653	104019
CHEMBL1325057	112446
CHEMBL1426760	121517
CHEMBL48802	47807
CHEMBL1532234	113222
CHEMBL287556	43572
CHEMBL1307660	105643
CHEMBL1343080	92296
CHEMBL1641922	70522
CHEMBL3561370	55318
CHEMBL2311069	32692
CHEMBL203191	2962
CHEMBL3183107	104403
CHEMBL1609226	121642
CHEMBL2357284	106241
CHEMBL1472830	135755
CHEMBL3593942	138747
CHEMBL3251854	34816
CHEMBL1422742	113085
CHEMBL2206431	73228
CHEMBL1340607	114793
CHEMBL1723268	95235
CHEMBL1179047	3636
CHEMBL4292703	50572
CHEMBL1885674	113338
CHEMBL1256984	79613
CHEMBL1086863	49132
CHEMBL477	16335
CHEMBL1204628	43000
CHEMBL4213477	69455
CHEMBL1651990	83602
CHEMBL1428574	120945
CHEMBL192867	74801
CHEMBL1557232	108174
CHEMBL1200516	5521
CHEMBL1877169	96570
CHEMBL2262644	141953
CHEMBL1891751	92790
CHEMBL1349658	121443
CHEMBL259747	15660
CHEMBL521158	65811
CHEMBL1566471	120672
CHEMBL1702772	105802
CHEMBL1736	34847
CHEMBL460289	135764
CHEMBL296348	28222
CHEMBL504323	3063
CHEMBL21932	40813
CHEMBL1547806	123351
CHEMBL3797870	66109
CHEMBL1875820	96531
CHEMBL1623776	104194
CHEMBL102970	17310
CHEMBL1329484	115019
CHEMBL479689	108580
CHEMBL1572156	114725
CHEMBL1372439	121057
CHEMBL1139	15552
CHEMBL1325724	94017
CHEMBL19215	64216
CHEMBL1504131	105229
CHEMBL371634	48047
CHEMBL1884974	83645
CHEMBL2361312	101587
CHEMBL293555	133659
CHEMBL293555	74753
CHEMBL1306864	120539
CHEMBL173038	82897
CHEMBL3127843	156169
CHEMBL1983444	81057
CHEMBL3183256	94010
CHEMBL1606836	107274
CHEMBL1417043	119949
CHEMBL1340051	105867
CHEMBL1173620	28866
CHEMBL1235287	45086
CHEMBL3560969	130126
CHEMBL1366187	108182
CHEMBL1530167	109148
CHEMBL451930	90205
CHEMBL71260	66722
CHEMBL301722	73067
CHEMBL468906	3186
CHEMBL512164	6039
CHEMBL1402926	107745
CHEMBL10850	17813
CHEMBL1341231	107820
CHEMBL1595989	113243
CHEMBL1222164	73613
CHEMBL1165575	66108
CHEMBL1364548	121511
CHEMBL3799890	6412
CHEMBL1571009	107152
CHEMBL2136477	104343
CHEMBL1295	3240
CHEMBL371701	42025
CHEMBL162358	75310
CHEMBL1813853	69864
CHEMBL34	94463
CHEMBL1398602	92403
CHEMBL2105154	135015
CHEMBL140220	92475
CHEMBL1542	2948
CHEMBL1418904	105971
CHEMBL1354140	93001
CHEMBL178803	31296
CHEMBL1303841	121284
CHEMBL3527413	136426
CHEMBL3188873	143728
CHEMBL1200560	5554
CHEMBL6623	91678
CHEMBL1429268	113250
CHEMBL1123	4514
CHEMBL1882106	112637
CHEMBL1368	37585
CHEMBL1591209	93200
CHEMBL1349570	109842
CHEMBL116158	28122
CHEMBL193446	425902
CHEMBL237352	91442
CHEMBL2138223	130565
CHEMBL1213366	137045
CHEMBL440687	104134
CHEMBL1619318	76598
CHEMBL249856	135010
CHEMBL1269160	70648
CHEMBL77921	48552
CHEMBL537445	31601
CHEMBL2140566	112527
CHEMBL1902294	96906
CHEMBL1328311	123369
CHEMBL189676	125484
CHEMBL302326	15761
CHEMBL2107172	134858
CHEMBL1080038	52487
CHEMBL1426468	116084
CHEMBL24022	77417
CHEMBL1657	32184
CHEMBL355014	33083
CHEMBL1833989	69708
CHEMBL4075449	94724
CHEMBL400092	6601
CHEMBL1302002	120852
CHEMBL1374246	121202
CHEMBL1498875	104972
CHEMBL261454	91198
CHEMBL261454	92118
CHEMBL487783	10333
CHEMBL3185938	134927
CHEMBL56337	31539
CHEMBL88402	93519
CHEMBL1651116	70236
CHEMBL4077668	65568
CHEMBL321029	34275
CHEMBL1592	8713
CHEMBL1201173	34829
CHEMBL1328180	117122
CHEMBL1609	35825
CHEMBL2355088	81201
CHEMBL1342544	121127
CHEMBL1310848	116366
CHEMBL1426134	93133
CHEMBL1621277	104036
CHEMBL87852	82929
CHEMBL3185554	82144
CHEMBL14193	17597
CHEMBL1418732	116946
CHEMBL1739746	135984
CHEMBL1331513	122136
CHEMBL4210821	62757
CHEMBL316059	82246
CHEMBL270271	4874
CHEMBL416956	63681
CHEMBL3184782	118368
CHEMBL1631974	70295
CHEMBL415914	7614
CHEMBL1368497	109298
CHEMBL403893	9519
CHEMBL297784	8977
CHEMBL1865134	146215
CHEMBL134537	41808
CHEMBL1813264	68130
CHEMBL1689206	69961
CHEMBL1243071	83502
CHEMBL1411979	6820
CHEMBL1835434	69020
CHEMBL2354698	127125
CHEMBL3359303	80666
CHEMBL1497759	114860
CHEMBL225963	38626
CHEMBL1582825	105807
CHEMBL1669191	70179
CHEMBL2104283	135655
CHEMBL520845	132371
CHEMBL1568150	115075
CHEMBL3545985	3044
CHEMBL4205236	69763
CHEMBL479330	80801
CHEMBL1381665	104970
CHEMBL1518	8502
CHEMBL29873	89188
CHEMBL1964483	94079
CHEMBL1516882	109128
CHEMBL1409113	121361
CHEMBL329305	79615
CHEMBL1712678	92264
CHEMBL1336840	120615
CHEMBL1312906	107856
CHEMBL1162294	40750
CHEMBL3183775	82340
CHEMBL545	16236
CHEMBL1439754	107728
CHEMBL2105330	90284
CHEMBL464577	68326
CHEMBL481658	4353
CHEMBL26881	3844
CHEMBL32152	91668
CHEMBL1406302	34794
CHEMBL221959	71200
CHEMBL1466451	114882
CHEMBL1601553	107948
CHEMBL260403	528968
CHEMBL1782853	67608
CHEMBL1200468	141474
CHEMBL1669194	70182
CHEMBL1332296	113069
CHEMBL407196	7542
CHEMBL512238	137227
CHEMBL1699781	92461
CHEMBL2358157	130639
CHEMBL1360203	121701
CHEMBL136497	93307
CHEMBL2106763	135989
CHEMBL900	7789
CHEMBL1512580	48520
CHEMBL1941085	68976
CHEMBL425618	94963
CHEMBL1328021	114917
CHEMBL1773746	67860
CHEMBL411084	78011
CHEMBL1306312	107611
CHEMBL3183624	89918
CHEMBL110239	64137
CHEMBL2133917	113739
CHEMBL2337338	149619
CHEMBL1362335	116443
CHEMBL52084	82327
CHEMBL1570213	107786
CHEMBL1371443	120661
CHEMBL524641	65785
CHEMBL183	73282
CHEMBL3561779	119325
CHEMBL29	18208
CHEMBL1571494	120460
CHEMBL1459689	105924
CHEMBL4203036	142276
CHEMBL1519453	107743
CHEMBL3185495	131607
CHEMBL3608398	75710
CHEMBL1447967	107845
CHEMBL1643	63580
CHEMBL3561697	99752
CHEMBL1420922	114579
CHEMBL15719	30954
CHEMBL1740	33568
CHEMBL1571639	120041
CHEMBL3113411	83504
CHEMBL3184641	34733
CHEMBL1569708	111457
CHEMBL1482317	114593
CHEMBL1908059	51596
CHEMBL1366958	121608
CHEMBL1934457	69110
CHEMBL3144988	119797
CHEMBL134570	21626
CHEMBL55941	36431
CHEMBL1361205	82296
CHEMBL576349	92168
CHEMBL1788401	135067
CHEMBL1528773	108006
CHEMBL1200821	32064
CHEMBL526357	4943
CHEMBL1496891	93297
CHEMBL1584980	105622
CHEMBL115511	67123
CHEMBL388441	69131
CHEMBL1821741	69474
CHEMBL1907009	104025
CHEMBL169233	131184
CHEMBL211471	7516
CHEMBL79350	74235
CHEMBL2262631	141910
CHEMBL82224	121042
CHEMBL55711	133658
CHEMBL55711	74534
CHEMBL1576451	116469
CHEMBL1619441	103943
CHEMBL3560175	100357
CHEMBL1928039	69639
CHEMBL192809	52774
CHEMBL1578483	114307
CHEMBL1533961	121324
CHEMBL2143525	96322
CHEMBL389413	66327
CHEMBL1199311	91831
CHEMBL1389851	112673
CHEMBL416418	94987
CHEMBL2355663	95577
CHEMBL433	9925
CHEMBL114328	137296
CHEMBL3265256	79403
CHEMBL1381576	114729
CHEMBL1085147	91482
CHEMBL1835010	69034
CHEMBL1619470	104216
CHEMBL3560535	101415
CHEMBL1560284	114231
CHEMBL1555334	115660
CHEMBL2204370	8623
CHEMBL1256696	31352
CHEMBL1611839	114846
CHEMBL178862	31221
CHEMBL341968	77565
CHEMBL1339237	107387
CHEMBL1359493	115524
CHEMBL1083659	82698
CHEMBL1928400	69592
CHEMBL1801766	67604
CHEMBL1428377	113096
CHEMBL506069	5328
CHEMBL23472	91666
CHEMBL2130971	130541
CHEMBL1928579	69625
CHEMBL621	9654
CHEMBL2132056	104423
CHEMBL2354376	128660
CHEMBL1649743	27939
CHEMBL1236347	53608
CHEMBL1481930	120750
CHEMBL2251592	132841
CHEMBL1487683	108566
CHEMBL4163879	143122
CHEMBL518879	17789
CHEMBL67622	16218
CHEMBL1443871	116114
CHEMBL287275	94564
CHEMBL427	28925
CHEMBL203187	4886
CHEMBL3109297	28660
CHEMBL562646	65380
CHEMBL1813863	69875
CHEMBL1608296	114878
CHEMBL307893	91645
CHEMBL3561105	128392
CHEMBL2104598	135645
CHEMBL3314206	70981
CHEMBL1419597	108231
CHEMBL559147	75393
CHEMBL110094	135214
CHEMBL1201387	141521
CHEMBL1523483	117004
CHEMBL2064244	139077
CHEMBL1304902	91676
CHEMBL1200558	35862
CHEMBL1363112	121225
CHEMBL71893	28987
CHEMBL2104319	135786
CHEMBL2132314	119635
CHEMBL2228466	142604
CHEMBL1201274	59254
CHEMBL2360190	126202
CHEMBL1403446	109484
CHEMBL563350	80704
CHEMBL1349615	92456
CHEMBL1332758	105375
CHEMBL373458	3711
CHEMBL322036	86269
CHEMBL1406019	111194
CHEMBL400599	93826
CHEMBL1408530	121044
CHEMBL1389925	123335
CHEMBL1545171	109456
CHEMBL43452	72690
CHEMBL1533529	107836
CHEMBL4288877	65211
CHEMBL2355600	125816
CHEMBL108358	90239
CHEMBL1110	253342
CHEMBL1377800	105336
CHEMBL1340417	111367
CHEMBL190059	68230
CHEMBL578607	6117
CHEMBL2004549	50080
CHEMBL1580288	105263
CHEMBL2104749	135250
CHEMBL1773898	68046
CHEMBL240773	75401
CHEMBL1887585	78667
CHEMBL1774430	67829
CHEMBL1571397	92610
CHEMBL1390785	94959
CHEMBL174661	2310
CHEMBL1517425	2394
CHEMBL1591009	136405
CHEMBL345536	358732
CHEMBL450613	35064
CHEMBL33775	508
CHEMBL1338449	121409
CHEMBL502734	66194
CHEMBL1253341	80912
CHEMBL2271639	66230
CHEMBL3260495	29555
CHEMBL1567570	105242
CHEMBL1236070	45869
CHEMBL1526878	120745
CHEMBL2418398	149876
CHEMBL483661	121806
CHEMBL2361449	98985
CHEMBL1607836	120996
CHEMBL308187	207496
CHEMBL8760	103989
CHEMBL114383	19577
CHEMBL242529	16547
CHEMBL1389671	82011
CHEMBL143360	92648
CHEMBL220998	87666
CHEMBL538693	79030
CHEMBL1159524	28860
CHEMBL57537	1911
CHEMBL1605222	109324
CHEMBL1481785	109694
CHEMBL1565906	116290
CHEMBL1234104	16489
CHEMBL1544028	104892
CHEMBL123204	74056
CHEMBL1255855	28285
CHEMBL569102	125588
CHEMBL1543646	121359
CHEMBL4090668	79850
CHEMBL600322	104238
CHEMBL2141310	93049
CHEMBL410263	82427
CHEMBL1495071	91650
CHEMBL358279	149905
CHEMBL2271020	82211
CHEMBL1466821	114635
CHEMBL1452948	106004
CHEMBL3560298	31169
CHEMBL79003	52781
CHEMBL2105297	134786
CHEMBL1706955	113828
CHEMBL1308952	107620
CHEMBL1631450	70343
CHEMBL3186624	106861
CHEMBL1312996	116575
CHEMBL1324190	117181
CHEMBL371402	66500
CHEMBL292687	34718
CHEMBL168972	92355
CHEMBL2252192	81915
CHEMBL1524089	111333
CHEMBL1430816	120776
CHEMBL2074651	28835
CHEMBL2287221	74737
CHEMBL1200691	62964
CHEMBL1400168	105744
CHEMBL1569683	113163
CHEMBL1477902	105252
CHEMBL297453	4806
CHEMBL1523111	92706
CHEMBL1908364	135531
CHEMBL1610342	109215
CHEMBL1586255	92213
CHEMBL1489825	105863
CHEMBL1651079	70609
CHEMBL426123	61918
CHEMBL1765880	67807
CHEMBL1689266	70001
CHEMBL3187101	34268
CHEMBL406819	5870
CHEMBL406819	39168
CHEMBL406819	39169
CHEMBL452483	65990
CHEMBL13968	43799
CHEMBL278172	116735
CHEMBL2372383	2492
CHEMBL1307303	107084
CHEMBL1414950	34675
CHEMBL1362909	116694
CHEMBL3184073	91724
CHEMBL1548844	120832
CHEMBL1795997	67433
CHEMBL30805	143539
CHEMBL1448292	115495
CHEMBL1441048	33990
CHEMBL502	53289
CHEMBL502	145499
CHEMBL3989806	31704
CHEMBL1441538	113179
CHEMBL2145077	85969
CHEMBL3188662	145236
CHEMBL1570196	92591
CHEMBL1236350	53609
CHEMBL1613178	109420
CHEMBL604196	16084
CHEMBL1615779	135997
CHEMBL1523150	107463
CHEMBL2107691	135497
CHEMBL1885098	95839
CHEMBL2362856	103713
CHEMBL1338504	116541
CHEMBL1590266	64101
CHEMBL18893	5672
CHEMBL50894	138488
CHEMBL2268549	141210
CHEMBL52609	17748
CHEMBL1569238	105451
CHEMBL177591	38544
CHEMBL2403361	79724
CHEMBL73930	9400
CHEMBL2111732	30001
CHEMBL1506459	119820
CHEMBL1256734	9322
CHEMBL1444	6413
CHEMBL2107486	135799
CHEMBL1500733	109068
CHEMBL165231	82512
CHEMBL486795	132905
CHEMBL253482	80924
CHEMBL285755	111176
CHEMBL1382247	105379
CHEMBL3185903	82473
CHEMBL1081584	15771
CHEMBL3559982	102488
CHEMBL4296894	31948
CHEMBL1359306	115070
CHEMBL1697714	132098
CHEMBL1233056	46799
CHEMBL1312676	122196
CHEMBL1609273	107411
CHEMBL61332	2874
CHEMBL3184383	63108
CHEMBL3561874	119453
CHEMBL464977	38953
CHEMBL1567547	117221
CHEMBL1443192	105741
CHEMBL1560016	105400
CHEMBL1341298	109392
CHEMBL1325255	109691
CHEMBL1173655	61390
CHEMBL4079214	48446
CHEMBL111469	5265
CHEMBL1337664	115512
CHEMBL4212545	4433
CHEMBL1549790	108104
CHEMBL429432	36238
CHEMBL1570465	113212
CHEMBL1910868	69448
CHEMBL1880257	26276
CHEMBL1024	5864
CHEMBL304954	29510
CHEMBL132376	42896
CHEMBL568603	86080
CHEMBL163100	34699
CHEMBL1393094	105843
CHEMBL1323939	114397
CHEMBL1143	16738
CHEMBL3623497	90985
CHEMBL3186447	130959
CHEMBL428581	53562
CHEMBL108851	34305
CHEMBL1336098	109798
CHEMBL1309552	37894
CHEMBL1500932	116680
CHEMBL315818	136039
CHEMBL4204431	149926
CHEMBL564759	6003
CHEMBL500285	65693
CHEMBL1583636	121108
CHEMBL1232414	16493
CHEMBL118722	35020
CHEMBL1325863	32097
CHEMBL46917	3390
CHEMBL1641981	70394
CHEMBL125150	37401
CHEMBL504441	77155
CHEMBL1765410	68284
CHEMBL108947	36802
CHEMBL1704797	92123
CHEMBL1588995	112360
CHEMBL79512	44814
CHEMBL251055	6087
CHEMBL243664	15335
CHEMBL250969	85505
CHEMBL1096927	125
CHEMBL1077309	70671
CHEMBL1892987	83632
CHEMBL2312198	19024
CHEMBL448182	65667
CHEMBL1508166	107254
CHEMBL1442247	105704
CHEMBL1313657	92998
CHEMBL1596489	108557
CHEMBL35306	623918
CHEMBL44752	62167
CHEMBL7889	63971
CHEMBL1531363	107345
CHEMBL449928	6613
CHEMBL1492	59788
CHEMBL1498342	105840
CHEMBL138225	31552
CHEMBL3187066	82043
CHEMBL1277324	75314
CHEMBL348875	365445
CHEMBL267719	134875
CHEMBL1164609	50550
CHEMBL1410862	108485
CHEMBL4067137	69094
CHEMBL3039530	142077
CHEMBL3561823	100471
CHEMBL1514981	93301
CHEMBL1234599	21560
CHEMBL445001	113556
CHEMBL1561150	107818
CHEMBL1090366	86535
CHEMBL1934461	69113
CHEMBL248564	3888
CHEMBL3039269	146309
CHEMBL1601570	116942
CHEMBL1221620	73771
CHEMBL1221620	74388
CHEMBL418068	8825
CHEMBL2104345	135395
CHEMBL1582336	122125
CHEMBL537161	48556
CHEMBL1801603	67386
CHEMBL501342	5866
CHEMBL1437285	3680
CHEMBL1368270	111406
CHEMBL1604556	121085
CHEMBL264684	93771
CHEMBL461084	70699
CHEMBL1363085	112732
CHEMBL1537981	107687
CHEMBL291747	57926
CHEMBL291747	16857
CHEMBL989	31623
CHEMBL1893441	96430
CHEMBL1373646	116691
CHEMBL344364	139343
CHEMBL275655	93881
CHEMBL2132347	96451
CHEMBL1337478	123225
CHEMBL405759	91384
CHEMBL1270313	92429
CHEMBL1161637	29149
CHEMBL1773979	67972
CHEMBL1503135	116170
CHEMBL1313444	109678
CHEMBL484901	64554
CHEMBL484901	27897
CHEMBL175602	34142
CHEMBL1329649	110190
CHEMBL279660	41274
CHEMBL1394922	29585
CHEMBL1604472	143108
CHEMBL1923081	68962
CHEMBL2105800	29374
CHEMBL1584942	109824
CHEMBL236484	92981
CHEMBL543763	31285
CHEMBL2079813	143125
CHEMBL3105073	149896
CHEMBL25599	92111
CHEMBL1304965	121066
CHEMBL1617502	104184
CHEMBL1173563	65647
CHEMBL1907992	15389
CHEMBL1201039	3047
CHEMBL458846	66318
CHEMBL1580205	109560
CHEMBL275246	34219
CHEMBL313493	25255
CHEMBL1342173	107381
CHEMBL444424	65717
CHEMBL3184914	96412
CHEMBL1237125	2332
CHEMBL1465581	121445
CHEMBL3192290	92928
CHEMBL1489918	60354
CHEMBL1784535	67708
CHEMBL1398377	92348
CHEMBL1445846	92224
CHEMBL1300192	123413
CHEMBL404845	71224
CHEMBL1788386	39397
CHEMBL1702711	92365
CHEMBL1718927	92049
CHEMBL108862	50158
CHEMBL697	6846
CHEMBL3188339	31185
CHEMBL1905010	81828
CHEMBL744	8863
CHEMBL2107589	135471
CHEMBL1160060	19515
CHEMBL1376051	111226
CHEMBL119296	18127
CHEMBL3181854	95806
CHEMBL2079552	29537
CHEMBL97485	138889
CHEMBL1617257	103849
CHEMBL1597195	109423
CHEMBL113028	36007
CHEMBL1374853	114299
CHEMBL559796	67453
CHEMBL1092943	68241
CHEMBL168634	83945
CHEMBL1331263	115448
CHEMBL1080216	62849
CHEMBL1782233	67510
CHEMBL1336339	114566
CHEMBL1835974	69615
CHEMBL562729	92688
CHEMBL1561	6935
CHEMBL2358913	98142
CHEMBL1339502	114453
CHEMBL1406130	92567
CHEMBL1468681	120621
CHEMBL1077284	68946
CHEMBL1077284	72651
CHEMBL2229803	38614
CHEMBL46403	28842
CHEMBL2144813	108814
CHEMBL1496828	109222
CHEMBL1886242	94897
CHEMBL1616153	104156
CHEMBL2252704	7926
CHEMBL1812022	68218
CHEMBL1078140	75811
CHEMBL1078140	69081
CHEMBL2145331	112642
CHEMBL329617	134900
CHEMBL1426371	119881
CHEMBL1403720	122164
CHEMBL1891461	136720
CHEMBL1607001	114777
CHEMBL2288241	139041
CHEMBL1468837	121341
CHEMBL358520	77863
CHEMBL164642	125380
CHEMBL1549236	108121
CHEMBL514883	6141
CHEMBL1775016	67820
CHEMBL1352198	113030
CHEMBL1573695	111214
CHEMBL509624	139458
CHEMBL93077	135200
CHEMBL1516572	105285
CHEMBL3244489	78600
CHEMBL3561923	104455
CHEMBL1200334	60937
CHEMBL1589652	107976
CHEMBL1716	59695
CHEMBL3559951	103020
CHEMBL1668768	70062
CHEMBL1517226	115537
CHEMBL3039232	74758
CHEMBL1393831	107703
CHEMBL3545059	53777
CHEMBL1417904	114603
CHEMBL199237	41135
CHEMBL1398648	119951
CHEMBL1370	3207
CHEMBL1237021	70735
CHEMBL1201365	77363
CHEMBL1796998	30496
CHEMBL1812027	68226
CHEMBL3707212	135991
CHEMBL1509547	105426
CHEMBL137648	107659
CHEMBL1493037	77815
CHEMBL1324714	51045
CHEMBL377324	5353
CHEMBL3950996	119655
CHEMBL522	40538
CHEMBL64379	31814
CHEMBL2364609	60800
CHEMBL1563	31456
CHEMBL25431	91043
CHEMBL2165592	8176
CHEMBL1882611	109722
CHEMBL1801948	67555
CHEMBL1386145	108024
CHEMBL1410	53775
CHEMBL39221	75204
CHEMBL39221	29474
CHEMBL67391	131516
CHEMBL283053	31615
CHEMBL463973	20651
CHEMBL1222122	68448
CHEMBL2104398	140428
CHEMBL132474	46342
CHEMBL1782845	67500
CHEMBL3183898	49091
CHEMBL1332204	144194
CHEMBL454697	9457
CHEMBL1631412	70321
CHEMBL451923	48945
CHEMBL1375	420128
CHEMBL1651320	70262
CHEMBL61150	48948
CHEMBL1187445	17340
CHEMBL1187445	58112
CHEMBL1454169	120444
CHEMBL1543543	115037
CHEMBL293950	34705
CHEMBL4081287	68256
CHEMBL1886123	7210
CHEMBL1529540	109740
CHEMBL2159005	38995
CHEMBL1337420	120050
CHEMBL1418176	6810
CHEMBL2144958	92777
CHEMBL457228	68455
CHEMBL1357648	50652
CHEMBL607627	74168
CHEMBL1582344	109337
CHEMBL2135544	97425
CHEMBL1563942	109042
CHEMBL1507504	105872
CHEMBL1411202	94245
CHEMBL1256701	64123
CHEMBL1200368	31263
CHEMBL187598	149840
CHEMBL242740	9429
CHEMBL1521	10102
CHEMBL1550998	92382
CHEMBL1320210	108526
CHEMBL1814429	69850
CHEMBL2419995	137053
CHEMBL549748	131194
CHEMBL219497	80624
CHEMBL1595645	109478
CHEMBL24828	49960
CHEMBL1233687	43419
CHEMBL449579	6922
CHEMBL239767	93074
CHEMBL1461513	105611
CHEMBL1465978	119856
CHEMBL183513	61668
CHEMBL711	8066
CHEMBL1566956	32271
CHEMBL1412729	109274
CHEMBL516147	65788
CHEMBL2145266	96943
CHEMBL104875	142967
CHEMBL104875	27947
CHEMBL1334943	112970
CHEMBL1557453	109520
CHEMBL3560689	95614
CHEMBL23906	107646
CHEMBL730	28787
CHEMBL1511545	106063
CHEMBL1511675	112739
CHEMBL1985453	51742
CHEMBL577444	93875
CHEMBL225754	142915
CHEMBL1505395	108470
CHEMBL450760	66138
CHEMBL335062	36713
CHEMBL1721359	62629
CHEMBL235191	90195
CHEMBL4281719	55328
CHEMBL465561	9061
CHEMBL507518	133455
CHEMBL178889	35079
CHEMBL266160	16397
CHEMBL266160	48431
CHEMBL1697717	31351
CHEMBL3307202	39450
CHEMBL53566	1879
CHEMBL1821985	69313
CHEMBL1583788	120468
CHEMBL80	7459
CHEMBL111399	110191
CHEMBL1583409	149831
CHEMBL2140205	112639
CHEMBL1499599	120523
CHEMBL2368747	69788
CHEMBL2131454	126455
CHEMBL54349	135649
CHEMBL1651064	70557
CHEMBL151993	59564
CHEMBL444	31252
CHEMBL1951047	92274
CHEMBL1479432	111364
CHEMBL1508196	121272
CHEMBL2131926	95863
CHEMBL2358392	126348
CHEMBL477969	2156
CHEMBL403183	85928
CHEMBL1077769	68726
CHEMBL2251453	141209
CHEMBL3182720	89197
CHEMBL1351626	120749
CHEMBL594741	52261
CHEMBL3183500	27628
CHEMBL442576	1547
CHEMBL1814555	68151
CHEMBL604608	28645
CHEMBL1628667	93015
CHEMBL1412765	121778
CHEMBL3185958	3753
CHEMBL396565	92350
CHEMBL34722	135218
CHEMBL2106801	34896
CHEMBL1348145	114500
CHEMBL15780	5009
CHEMBL1615232	13172
CHEMBL448	7983
CHEMBL493646	3943
CHEMBL1624075	135523
CHEMBL461278	4372
CHEMBL1622659	104205
CHEMBL2107116	135460
CHEMBL1381180	109369
CHEMBL2106908	31994
CHEMBL220986	65588
CHEMBL2005897	37915
CHEMBL1312229	105083
CHEMBL1818100	69286
CHEMBL1461730	121091
CHEMBL3899581	136557
CHEMBL520220	48398
CHEMBL1797268	34401
CHEMBL1345199	108022
CHEMBL1539817	108387
CHEMBL73933	34361
CHEMBL1454850	114970
CHEMBL1773755	67846
CHEMBL1596738	107294
CHEMBL251767	68356
CHEMBL456228	65790
CHEMBL109037	20725
CHEMBL1201287	59269
CHEMBL411879	49703
CHEMBL273807	93269
CHEMBL2228359	83187
CHEMBL2381968	125341
CHEMBL413	9168
CHEMBL1456771	108989
CHEMBL357625	105430
CHEMBL255028	60922
CHEMBL1342080	115539
CHEMBL1491980	107988
CHEMBL1372078	105760
CHEMBL1416046	121935
CHEMBL1539	9329
CHEMBL1504823	120909
CHEMBL3527071	63840
CHEMBL67572	90419
CHEMBL280353	134326
CHEMBL1463368	109519
CHEMBL1588197	121379
CHEMBL1472583	114518
CHEMBL109341	15714
CHEMBL3561140	62898
CHEMBL2111100	135906
CHEMBL1270049	70693
CHEMBL187892	91709
CHEMBL1408986	117069
CHEMBL1349474	109801
CHEMBL1902981	77070
CHEMBL167150	6908
CHEMBL1835378	69064
CHEMBL3544857	145225
CHEMBL1378872	107911
CHEMBL2132387	96822
CHEMBL1200485	50928
CHEMBL24722	28878
CHEMBL277522	31599
CHEMBL2360158	128742
CHEMBL1801610	67395
CHEMBL1235250	44836
CHEMBL277525	109530
CHEMBL1420	8354
CHEMBL1386778	107476
CHEMBL1597241	109446
CHEMBL8809	92070
CHEMBL1374034	116160
CHEMBL1378819	104969
CHEMBL1391122	119802
CHEMBL459016	5298
CHEMBL1348683	117142
CHEMBL1543306	92750
CHEMBL501351	50025
CHEMBL3544638	140178
CHEMBL500863	51637
CHEMBL2110577	135882
CHEMBL488	2654
CHEMBL1923079	68960
CHEMBL3273679	18187
CHEMBL2354713	106281
CHEMBL46294	15633
CHEMBL1490925	105387
CHEMBL1712432	105532
CHEMBL1084643	27820
CHEMBL1232411	42263
CHEMBL1312616	105100
CHEMBL2356984	135053
CHEMBL1801764	67602
CHEMBL1233085	78408
CHEMBL1689340	70018
CHEMBL276820	91620
CHEMBL1934460	69112
CHEMBL1185112	52186
CHEMBL3184260	34708
CHEMBL1370683	91475
CHEMBL1335005	116545
CHEMBL498	3650
CHEMBL3392072	84634
CHEMBL522759	83197
CHEMBL1795462	67531
CHEMBL1574990	107081
CHEMBL6437	51137
CHEMBL1229826	81861
CHEMBL1901832	111726
CHEMBL1455701	115667
CHEMBL65320	2512
CHEMBL1409442	156264
CHEMBL461681	64437
CHEMBL491665	69281
CHEMBL364698	125469
CHEMBL1234222	49152
CHEMBL211456	15407
CHEMBL1370164	36595
CHEMBL1378949	116076
CHEMBL1457396	107985
CHEMBL2270658	27774
CHEMBL85234	88603
CHEMBL1616123	104010
CHEMBL1463901	111380
CHEMBL1409996	109452
CHEMBL1422059	117222
CHEMBL1404516	123169
CHEMBL42867	105354
CHEMBL1379246	105190
CHEMBL519364	135374
CHEMBL1643976	94728
