From src:'1'	To src:'7'
CHEMBL1631109	81419
CHEMBL1318829	123307
CHEMBL1890857	96157
CHEMBL1542493	121420
CHEMBL1393842	107824
CHEMBL1939080	92831
CHEMBL1449895	93225
CHEMBL1631451	70344
CHEMBL211740	114888
CHEMBL1465793	30335
CHEMBL292467	17201
CHEMBL292467	356445
CHEMBL1321749	107212
CHEMBL435827	138869
CHEMBL392334	93055
CHEMBL2164243	4312
CHEMBL1550553	105416
CHEMBL1597646	109437
CHEMBL1269404	36215
CHEMBL1329370	105414
CHEMBL546	91704
CHEMBL492797	131157
CHEMBL4064323	8616
CHEMBL1612744	114852
CHEMBL1735	5899
CHEMBL248095	9163
CHEMBL1581760	105209
CHEMBL73824	92519
CHEMBL1988437	94568
CHEMBL4175317	141338
CHEMBL1303388	108246
CHEMBL317757	110199
CHEMBL493556	91261
CHEMBL1233985	43661
CHEMBL1173044	149790
CHEMBL1894510	91560
CHEMBL2337339	17704
CHEMBL2104200	135392
CHEMBL1740659	135636
CHEMBL1411357	111420
CHEMBL1611186	112337
CHEMBL114166	125603
CHEMBL1927842	69725
CHEMBL451364	4815
CHEMBL375897	30903
CHEMBL1404595	109301
CHEMBL1717420	93146
CHEMBL1087751	81957
CHEMBL1195210	53661
CHEMBL2130605	110762
CHEMBL1399445	107548
CHEMBL1644	3479
CHEMBL1376714	107756
CHEMBL3544680	139245
CHEMBL1627698	79496
CHEMBL1581770	109599
CHEMBL1482516	34117
CHEMBL4217186	132902
CHEMBL1530777	58964
CHEMBL1271047	93201
CHEMBL1886938	79511
CHEMBL361506	7977
CHEMBL1201780	71028
CHEMBL1399758	122023
CHEMBL1337718	108061
CHEMBL1165011	59026
CHEMBL1481439	105440
CHEMBL1813584	69819
CHEMBL1369950	105393
CHEMBL1533753	107159
CHEMBL1568151	109613
CHEMBL1342423	113130
CHEMBL1507844	5094
CHEMBL4217950	156412
CHEMBL466465	9640
CHEMBL501849	134743
CHEMBL15625	16268
CHEMBL1484920	112399
CHEMBL485455	67307
CHEMBL1347666	120639
CHEMBL1782596	67590
CHEMBL3348891	94175
CHEMBL1414677	123183
CHEMBL181932	30863
CHEMBL2110915	135021
CHEMBL1585505	108163
CHEMBL3199075	79640
CHEMBL86416	3900
CHEMBL1877902	116884
CHEMBL1566885	114527
CHEMBL161343	58961
CHEMBL1573269	123204
CHEMBL1587067	117258
CHEMBL1441840	116487
CHEMBL2158275	93306
CHEMBL1619312	91546
CHEMBL442565	36740
CHEMBL1934196	80800
CHEMBL566752	79033
CHEMBL285932	90724
CHEMBL1881383	108217
CHEMBL296340	132240
CHEMBL1402668	105039
CHEMBL1881203	113560
CHEMBL1360	2914
CHEMBL2105396	34377
CHEMBL3526659	86388
CHEMBL2137819	96732
CHEMBL1624962	104163
CHEMBL1524734	131290
CHEMBL32479	31308
CHEMBL1908307	134972
CHEMBL1999760	64893
CHEMBL1898125	91605
CHEMBL2110588	82752
CHEMBL400074	67939
CHEMBL2105348	32089
CHEMBL353759	142435
CHEMBL1449900	109488
CHEMBL523654	66392
CHEMBL1336661	104909
CHEMBL1928001	69663
CHEMBL399379	95014
CHEMBL1725283	4318
CHEMBL1309874	121257
CHEMBL1742402	64142
CHEMBL1700272	93261
CHEMBL1200829	16217
CHEMBL1307420	111199
CHEMBL193646	51344
CHEMBL216735	92606
CHEMBL393417	4357
CHEMBL1863775	113290
CHEMBL1403761	105687
CHEMBL467205	70385
CHEMBL1486366	92754
CHEMBL1724234	92169
CHEMBL3589013	131171
CHEMBL1513848	107636
CHEMBL1609232	114399
CHEMBL1669197	70081
CHEMBL1600513	105334
CHEMBL1169844	66665
CHEMBL4210495	68939
CHEMBL1625007	103878
CHEMBL192008	39839
CHEMBL109684	110201
CHEMBL27441	64117
CHEMBL1782591	67585
CHEMBL2228374	64280
CHEMBL100531	7319
CHEMBL1520551	121793
CHEMBL1599774	120051
CHEMBL2356046	96659
CHEMBL117697	103948
CHEMBL2106666	141077
CHEMBL1622119	74803
CHEMBL2107723	34523
CHEMBL1467896	117065
CHEMBL1208308	39422
CHEMBL1235786	91379
CHEMBL1558082	117130
CHEMBL1689427	68404
CHEMBL362223	93563
CHEMBL1548680	123319
CHEMBL1301192	116571
CHEMBL1586890	121984
CHEMBL2359413	126964
CHEMBL1625467	71416
CHEMBL1338094	105586
CHEMBL3093483	6786
CHEMBL1377	8455
CHEMBL242550	4633
CHEMBL1308974	112161
CHEMBL489551	62459
CHEMBL1549897	123172
CHEMBL1908365	18147
CHEMBL2228257	141405
CHEMBL460126	65764
CHEMBL1200908	135782
CHEMBL1201225	17606
CHEMBL1304395	109600
CHEMBL1668603	59114
CHEMBL1256351	110187
CHEMBL2133436	96764
CHEMBL1413054	107342
CHEMBL260374	81391
CHEMBL1689267	70003
CHEMBL1416916	108236
CHEMBL445873	83108
CHEMBL3437899	135280
CHEMBL599255	93796
CHEMBL2355752	119707
CHEMBL209148	91404
CHEMBL193482	27974
CHEMBL1200503	3182
CHEMBL1498623	121496
CHEMBL72211	87611
CHEMBL1389210	115720
CHEMBL1467760	94960
CHEMBL1372512	109464
CHEMBL1441873	115119
CHEMBL1451970	116075
CHEMBL1448704	121709
CHEMBL158956	144413
CHEMBL437797	80312
CHEMBL212197	91625
CHEMBL877	48669
CHEMBL3188184	111154
CHEMBL463092	75567
CHEMBL463092	75562
CHEMBL2374043	46702
CHEMBL1096562	724125
CHEMBL498441	65943
CHEMBL337173	92053
CHEMBL1617232	103969
CHEMBL1079742	53509
CHEMBL516621	75751
CHEMBL3322500	139224
CHEMBL1880366	113425
CHEMBL1415154	105706
CHEMBL205231	8188
CHEMBL1576972	105365
CHEMBL1621585	103867
CHEMBL1580210	119960
CHEMBL2260957	87310
CHEMBL1801777	67355
CHEMBL1513985	34507
CHEMBL2075038	133596
CHEMBL233451	81892
CHEMBL1494883	60349
CHEMBL1323376	105118
CHEMBL1309123	105928
CHEMBL2336752	17450
CHEMBL1494386	120052
CHEMBL1835659	69485
CHEMBL1891497	93431
CHEMBL1214173	61324
CHEMBL192	9139
CHEMBL445304	15793
CHEMBL457077	9017
CHEMBL560717	95173
CHEMBL980	5551
CHEMBL24924	134975
CHEMBL1450444	116553
CHEMBL1939087	92676
CHEMBL291636	73632
CHEMBL1617824	104183
CHEMBL1312888	121456
CHEMBL225111	16521
CHEMBL562651	73970
CHEMBL462019	135381
CHEMBL1531586	142287
CHEMBL2164625	10019
CHEMBL1091750	88195
CHEMBL1795995	67431
CHEMBL2165710	90699
CHEMBL1544027	114752
CHEMBL469	76223
CHEMBL469	6129
CHEMBL7309	84246
CHEMBL16370	27789
CHEMBL1862887	28909
CHEMBL478629	78510
CHEMBL3183388	31694
CHEMBL486597	543841
CHEMBL1201019	3512
CHEMBL1689345	70026
CHEMBL2140607	91396
CHEMBL2373172	51218
CHEMBL32969	67379
CHEMBL377872	74051
CHEMBL152665	93303
CHEMBL1282	36704
CHEMBL1353704	112188
CHEMBL4292963	149954
CHEMBL1923080	68961
CHEMBL2137771	113691
CHEMBL1361967	105583
CHEMBL1788393	135692
CHEMBL498734	9479
CHEMBL1442745	120739
CHEMBL490329	144205
CHEMBL2130935	126172
CHEMBL1895840	93149
CHEMBL1432353	109380
CHEMBL1588449	115066
CHEMBL1382864	107710
CHEMBL569561	92284
CHEMBL1384184	105152
CHEMBL230011	94691
CHEMBL3182744	64984
CHEMBL4209938	67484
CHEMBL1413786	35037
CHEMBL1788404	135055
CHEMBL3039430	103983
CHEMBL2414341	75652
CHEMBL2107129	135503
CHEMBL1472042	111399
CHEMBL365417	95189
CHEMBL376897	135361
CHEMBL1456111	116159
CHEMBL3188521	93125
CHEMBL1435825	34144
CHEMBL1576915	119833
CHEMBL1233550	43451
CHEMBL98797	27986
CHEMBL2385624	70573
CHEMBL1415517	121060
CHEMBL166812	82420
CHEMBL53418	3682
CHEMBL1561791	109251
CHEMBL504840	66537
CHEMBL1712425	108824
CHEMBL1650268	36597
CHEMBL1300367	119891
CHEMBL1017	9434
CHEMBL1303972	119831
CHEMBL2146975	143826
CHEMBL2357390	129061
CHEMBL1236670	9997
CHEMBL1333624	106072
CHEMBL3182475	136540
CHEMBL2144148	93367
CHEMBL77695	79509
CHEMBL1221999	73638
CHEMBL1529299	114830
CHEMBL1415169	105491
CHEMBL2105689	34825
CHEMBL2104462	135373
CHEMBL1495189	109147
CHEMBL1522291	7564
CHEMBL2357419	117931
CHEMBL2359343	102847
CHEMBL2131313	110877
CHEMBL1515891	91942
CHEMBL430776	66548
CHEMBL1359892	116971
CHEMBL1881973	93732
CHEMBL1382429	124458
CHEMBL279841	107640
CHEMBL58888	27873
CHEMBL1622780	91981
CHEMBL2140405	96950
CHEMBL1446015	109240
CHEMBL1290003	5537
CHEMBL1303849	121660
CHEMBL1314065	94628
CHEMBL551842	93548
CHEMBL277535	78692
CHEMBL1519971	109523
CHEMBL1813874	69855
CHEMBL1795996	67432
CHEMBL1349543	120428
CHEMBL1578528	112321
CHEMBL1213420	76133
CHEMBL1535666	108069
CHEMBL1255868	64158
CHEMBL1200413	9492
CHEMBL309263	70008
CHEMBL1411223	111275
CHEMBL1411379	113178
CHEMBL276936	115196
CHEMBL1518426	106076
CHEMBL1908331	32106
CHEMBL2145157	126542
CHEMBL1615775	134844
CHEMBL3184266	190358
CHEMBL1417019	50727
CHEMBL1620670	103916
CHEMBL6509	65009
CHEMBL489140	15417
CHEMBL1543783	81825
CHEMBL673	7930
CHEMBL226553	65448
CHEMBL3039113	58128
CHEMBL3039113	17394
CHEMBL1668767	70061
CHEMBL290932	81348
CHEMBL1774418	67956
CHEMBL3561558	127842
CHEMBL508920	70515
CHEMBL1342028	112357
CHEMBL1574591	106050
CHEMBL93178	61872
CHEMBL1374603	105869
CHEMBL1611831	107772
CHEMBL942	3125
CHEMBL1616491	103869
CHEMBL123248	4855
CHEMBL3265255	137369
CHEMBL435381	76127
CHEMBL1568248	115644
CHEMBL2106811	18338
CHEMBL4291492	149951
CHEMBL477772	71219
CHEMBL1230513	48928
CHEMBL1673039	91375
CHEMBL90593	28689
CHEMBL1376330	105960
CHEMBL1484714	107238
CHEMBL1403939	117006
CHEMBL1784376	67420
CHEMBL1236315	15671
CHEMBL457944	8185
CHEMBL3221595	74430
CHEMBL831	50841
CHEMBL2104005	34533
CHEMBL48449	64213
CHEMBL3099527	149887
CHEMBL284348	34385
CHEMBL1580007	114332
CHEMBL497669	66119
CHEMBL1200736	31793
CHEMBL1505545	109135
CHEMBL187579	149839
CHEMBL2220826	93712
CHEMBL470648	144159
CHEMBL1344207	120589
CHEMBL479432	4994
CHEMBL1385	31919
CHEMBL3188080	34722
CHEMBL2105225	134956
CHEMBL1580667	109182
CHEMBL3560174	130617
CHEMBL1384	17630
CHEMBL512845	69440
CHEMBL1530352	107366
CHEMBL395170	78685
CHEMBL3351092	133328
CHEMBL463597	68790
CHEMBL1603602	108215
CHEMBL51085	77543
CHEMBL1453118	105801
CHEMBL1941084	68975
CHEMBL1669193	70181
CHEMBL342070	65121
CHEMBL2360191	117688
CHEMBL575504	131502
CHEMBL1368596	120738
CHEMBL485021	48022
CHEMBL464772	143869
CHEMBL1068	7824
CHEMBL1306573	116533
CHEMBL1159662	27476
CHEMBL38737	32497
CHEMBL286452	17160
CHEMBL1621059	104117
CHEMBL1352532	105180
CHEMBL1602886	79884
CHEMBL1209651	7070
CHEMBL622	4909
CHEMBL2068864	49126
CHEMBL230967	82469
CHEMBL338066	15413
CHEMBL1344923	109668
CHEMBL1606452	143725
CHEMBL443145	144400
CHEMBL1500912	109029
CHEMBL3188519	75286
CHEMBL1360272	121402
CHEMBL1468356	116717
CHEMBL225072	63616
CHEMBL1689081	69951
CHEMBL2074738	7426
CHEMBL3301675	68551
CHEMBL1236235	45931
CHEMBL447627	70824
CHEMBL590047	52333
CHEMBL1992542	79489
CHEMBL516116	8048
CHEMBL1347345	108146
CHEMBL228792	27407
CHEMBL1621090	104106
CHEMBL1896983	38754
CHEMBL17347	132714
CHEMBL17347	69656
CHEMBL1424382	108244
CHEMBL268493	28345
CHEMBL3140361	4878
CHEMBL1404207	119961
CHEMBL1585968	113166
CHEMBL111507	19391
CHEMBL153479	135590
CHEMBL1773900	67315
CHEMBL1497876	121211
CHEMBL209462	41963
CHEMBL461085	81263
CHEMBL178	41977
CHEMBL1433316	92801
CHEMBL1607300	108169
CHEMBL1303150	114506
CHEMBL1458427	116878
CHEMBL31115	125422
CHEMBL3039456	58997
CHEMBL1329151	117195
CHEMBL457583	32807
CHEMBL3251047	51855
CHEMBL1651317	70265
CHEMBL137220	81501
CHEMBL1893926	113271
CHEMBL6966	77733
CHEMBL2357289	102675
CHEMBL1430974	112992
CHEMBL1796997	30217
CHEMBL1796997	33681
CHEMBL1651023	70565
CHEMBL1300087	116873
CHEMBL56923	74080
CHEMBL1480124	117234
CHEMBL2106441	134756
CHEMBL2105861	47914
CHEMBL2105861	136985
CHEMBL3561771	108716
CHEMBL1736170	94893
CHEMBL359744	31522
CHEMBL391351	105814
CHEMBL236276	92216
CHEMBL3185040	95595
CHEMBL1604383	114476
CHEMBL329698	75389
CHEMBL426	93775
CHEMBL1900841	110523
CHEMBL50267	107660
CHEMBL2105097	135185
CHEMBL175247	94686
CHEMBL1417097	115587
CHEMBL1235932	49128
CHEMBL1560	3380
CHEMBL1703636	91537
CHEMBL223256	66640
CHEMBL1442504	112792
CHEMBL1835971	69685
CHEMBL1425541	114591
CHEMBL1433361	135780
CHEMBL516412	65876
CHEMBL514	6520
CHEMBL83761	233869
CHEMBL1492317	112384
CHEMBL1923783	68910
CHEMBL459918	65929
CHEMBL1626071	104098
CHEMBL1441589	108499
CHEMBL122270	48723
CHEMBL1431912	114477
CHEMBL402812	48299
CHEMBL1256772	32220
CHEMBL508825	66515
CHEMBL2074805	4734
CHEMBL1337776	108008
CHEMBL1255739	38213
CHEMBL1477813	109005
CHEMBL461308	66664
CHEMBL3278670	73981
CHEMBL1905494	70976
CHEMBL1427996	105851
CHEMBL1927965	69160
CHEMBL3187793	130923
CHEMBL1442910	109479
CHEMBL2287241	141221
CHEMBL4115972	147294
CHEMBL2286204	156453
CHEMBL1236378	9533
CHEMBL1200386	135791
CHEMBL221055	63865
CHEMBL1429260	114918
CHEMBL466109	82406
CHEMBL2103996	134821
CHEMBL1668760	70054
CHEMBL323197	67547
CHEMBL1934459	69126
CHEMBL1333045	94168
CHEMBL1889140	60803
CHEMBL462584	90941
CHEMBL1407957	92330
CHEMBL32570	4414
CHEMBL1773745	67859
CHEMBL292821	189669
CHEMBL1523295	105994
CHEMBL1995464	48248
CHEMBL1384511	117054
CHEMBL1363810	112690
CHEMBL1877784	92368
CHEMBL1770195	34759
CHEMBL2132851	96017
CHEMBL539904	34626
CHEMBL1361837	108013
CHEMBL1463052	120588
CHEMBL1412505	112818
CHEMBL1939681	68774
CHEMBL1564441	105275
CHEMBL1947204	91467
CHEMBL2229622	50467
CHEMBL1526503	121201
CHEMBL3186032	129109
CHEMBL26246	101257
CHEMBL1493003	108424
CHEMBL1702610	48984
CHEMBL117405	48281
CHEMBL1613350	34573
CHEMBL285742	125499
CHEMBL2105675	79345
CHEMBL482242	614
CHEMBL421	9334
CHEMBL1453696	114519
CHEMBL1200614	31717
CHEMBL1173	43636
CHEMBL1817968	77752
CHEMBL1999836	88288
CHEMBL2359798	95417
CHEMBL1714633	92337
CHEMBL1467123	116337
CHEMBL519077	67826
CHEMBL1224512	36332
CHEMBL1623394	91735
CHEMBL1600282	108496
CHEMBL1425421	104998
CHEMBL148831	34207
CHEMBL1387180	105757
CHEMBL36994	47943
CHEMBL2355535	122746
CHEMBL2252703	75373
CHEMBL1713788	124467
CHEMBL274826	16422
CHEMBL609710	53085
CHEMBL1040	17933
CHEMBL1907991	15402
CHEMBL2071440	10137
CHEMBL1927952	69168
CHEMBL511016	9211
CHEMBL1723233	93520
CHEMBL2104080	135077
CHEMBL1739959	103892
CHEMBL53569	28928
CHEMBL331373	43040
CHEMBL2165734	61749
CHEMBL1087749	36505
CHEMBL1451705	141030
CHEMBL2362432	97118
CHEMBL486582	69223
CHEMBL1095699	74846
CHEMBL12799	52486
CHEMBL196003	73390
CHEMBL1439258	105352
CHEMBL228355	65704
CHEMBL666	127780
CHEMBL282433	92585
CHEMBL471683	52070
CHEMBL1463376	120695
CHEMBL1876193	94911
CHEMBL3561508	102168
CHEMBL1503138	121835
CHEMBL1668327	70150
CHEMBL1303565	117271
CHEMBL120697	33277
CHEMBL3185405	51850
CHEMBL462394	31841
CHEMBL1533277	107676
CHEMBL3561677	127097
CHEMBL1443577	59057
CHEMBL1903305	93311
CHEMBL1327549	117137
CHEMBL243676	79733
CHEMBL18028	52449
CHEMBL306226	41275
CHEMBL4216627	93895
CHEMBL1368601	109435
CHEMBL1743204	15632
CHEMBL2138800	106204
CHEMBL1502401	121249
CHEMBL1814485	73317
CHEMBL1300411	116277
CHEMBL14830	16761
CHEMBL131890	27575
CHEMBL397100	93656
CHEMBL567850	120462
CHEMBL1587707	109695
CHEMBL1299416	114784
CHEMBL1338900	48958
CHEMBL4072580	149785
CHEMBL1233401	28362
CHEMBL458113	61118
CHEMBL1383763	114378
CHEMBL354669	82456
CHEMBL2136684	95708
CHEMBL1366868	116166
CHEMBL25202	32181
CHEMBL2141666	92143
CHEMBL74517	34702
CHEMBL1416244	116528
CHEMBL1906232	92043
CHEMBL1519641	116555
CHEMBL1422570	149812
CHEMBL47072	6125
CHEMBL1398351	31641
CHEMBL1200714	3619
CHEMBL4276939	68700
CHEMBL1231250	60584
CHEMBL479792	36617
CHEMBL1813013	67404
CHEMBL457940	66365
CHEMBL1906987	132448
CHEMBL2107261	135035
CHEMBL3185806	103416
CHEMBL2028019	90933
CHEMBL461774	6376
CHEMBL1801599	67382
CHEMBL1501946	107331
CHEMBL3605057	124930
CHEMBL2105907	51758
CHEMBL1326235	94226
CHEMBL388452	80793
CHEMBL2140613	111475
CHEMBL45967	15767
CHEMBL1468322	112758
CHEMBL389507	31938
CHEMBL1232279	42053
CHEMBL3189072	9606
CHEMBL1601589	105359
CHEMBL777	48947
CHEMBL1596955	105606
CHEMBL583912	90
CHEMBL1346240	115605
CHEMBL1462036	116379
CHEMBL104468	92165
CHEMBL166851	92085
CHEMBL1233511	17401
CHEMBL2136761	95940
CHEMBL1234669	44278
CHEMBL1406228	123397
CHEMBL1725847	92701
CHEMBL3182014	31320
CHEMBL578211	68641
CHEMBL2105229	59116
CHEMBL1417558	116806
CHEMBL1371455	109356
CHEMBL1934131	69101
CHEMBL1362864	121805
CHEMBL1275999	10578
CHEMBL452630	35616
CHEMBL463903	69238
CHEMBL1765392	67779
CHEMBL1232731	17475
CHEMBL1525654	111387
CHEMBL1469560	108541
CHEMBL1407460	107372
CHEMBL1479993	112301
CHEMBL3185183	5135
CHEMBL54161	17304
CHEMBL1467758	116921
CHEMBL1310209	121594
CHEMBL1398673	116970
CHEMBL369794	59414
CHEMBL1371147	92690
CHEMBL1822612	69215
CHEMBL173395	144119
CHEMBL1628502	68840
CHEMBL1551165	135837
CHEMBL38874	272
CHEMBL3183908	87432
CHEMBL219876	38959
CHEMBL374107	63486
CHEMBL1585787	119993
CHEMBL1625458	103906
CHEMBL1235716	45422
CHEMBL372764	67272
CHEMBL1863797	119538
CHEMBL67450	10589
CHEMBL455367	70531
CHEMBL1511167	116445
CHEMBL1159525	4141
CHEMBL2105506	135473
CHEMBL1331678	91618
CHEMBL1201096	136002
CHEMBL241792	69421
CHEMBL456292	69844
CHEMBL1367346	112924
CHEMBL44237	125687
CHEMBL3039035	17784
CHEMBL3039035	58269
CHEMBL3188724	126740
CHEMBL1088748	93738
CHEMBL476496	31853
CHEMBL501696	35212
CHEMBL685	6704
CHEMBL2143638	129571
CHEMBL845	64050
CHEMBL1882960	38603
CHEMBL1200722	8231
CHEMBL144082	60762
CHEMBL83954	94981
CHEMBL150699	351351
CHEMBL1818105	69292
CHEMBL1564375	107866
CHEMBL599870	91768
CHEMBL1207374	17202
CHEMBL379630	57981
CHEMBL379630	16998
CHEMBL294989	91726
CHEMBL273264	135466
CHEMBL225984	72713
CHEMBL1094973	50210
CHEMBL412194	65601
CHEMBL581	116962
CHEMBL1351963	105021
CHEMBL1341845	109442
CHEMBL1651060	70553
CHEMBL462822	133905
CHEMBL454320	59979
CHEMBL1200326	7551
CHEMBL1454	6432
CHEMBL2380798	7603
CHEMBL3306384	138428
CHEMBL408049	82386
CHEMBL573428	138799
CHEMBL1897373	139344
CHEMBL430	101853
CHEMBL1651042	70421
CHEMBL3237621	153927
CHEMBL1869031	39385
CHEMBL1232076	41814
CHEMBL1381048	111295
CHEMBL1668115	70198
CHEMBL501613	134752
CHEMBL475908	94071
CHEMBL1200832	77614
CHEMBL1621133	103895
CHEMBL2105062	48581
CHEMBL1537709	107921
CHEMBL1617481	103879
CHEMBL1373846	109572
CHEMBL1479103	51686
CHEMBL1603324	105904
CHEMBL2134425	92781
CHEMBL1595496	109326
CHEMBL9	100246
CHEMBL2016761	150869
CHEMBL1182634	52850
CHEMBL2106141	135040
CHEMBL1455333	117154
CHEMBL516930	50208
CHEMBL18701	111173
CHEMBL1309288	119832
CHEMBL2356492	98481
CHEMBL404630	90529
CHEMBL345248	38682
CHEMBL1446038	107229
CHEMBL1721882	91925
CHEMBL2141416	81731
CHEMBL1431995	121366
CHEMBL1902655	83448
CHEMBL1484	7550
CHEMBL285718	110160
CHEMBL24147	27810
CHEMBL1697844	135846
CHEMBL1086746	5352
CHEMBL1578080	111320
CHEMBL257978	142452
CHEMBL155707	46816
CHEMBL1928050	69650
CHEMBL413858	80770
CHEMBL554273	66609
CHEMBL286939	37788
CHEMBL1411333	93032
CHEMBL1355821	38954
CHEMBL2103837	78538
CHEMBL2074822	3488
CHEMBL3560827	81947
CHEMBL510014	38764
CHEMBL1510045	123303
CHEMBL1236645	145213
CHEMBL521589	553827
CHEMBL1650595	131196
CHEMBL1158	25858
CHEMBL1703189	92362
CHEMBL3115201	35034
CHEMBL2268926	9528
CHEMBL1327184	120587
CHEMBL1802295	68075
CHEMBL1419645	109436
CHEMBL240972	142261
CHEMBL1814283	69903
CHEMBL562	27779
CHEMBL1814388	68143
CHEMBL467987	28744
CHEMBL449308	10039
CHEMBL1570139	111454
CHEMBL1891586	3204
CHEMBL1874765	112625
CHEMBL1995703	90304
CHEMBL255682	86193
CHEMBL1881825	92195
CHEMBL1587091	112154
CHEMBL2360624	127481
CHEMBL1403635	121208
CHEMBL474926	125505
CHEMBL2013119	145421
CHEMBL2095208	72291
CHEMBL1976040	91414
CHEMBL1322811	105597
CHEMBL1977168	3303
CHEMBL1403292	114677
CHEMBL3276570	93180
CHEMBL1304887	105547
CHEMBL3706505	80636
CHEMBL1452992	121473
CHEMBL1384492	109263
CHEMBL1598157	115062
CHEMBL1560473	107695
CHEMBL476008	74868
CHEMBL1455786	92242
CHEMBL1835382	69000
CHEMBL1435748	75391
CHEMBL1412319	116476
CHEMBL1516227	92364
CHEMBL1404757	107747
CHEMBL1398654	135514
CHEMBL1406094	109588
CHEMBL1320937	123233
CHEMBL1471039	122131
CHEMBL257839	28426
CHEMBL1276310	51817
CHEMBL2362834	95453
CHEMBL453	102484
CHEMBL2139065	96959
CHEMBL164	18152
CHEMBL1668343	70052
CHEMBL1801602	67385
CHEMBL483531	141340
CHEMBL589390	92976
CHEMBL219459	65454
CHEMBL1309132	114274
CHEMBL1360808	121195
CHEMBL1605739	112152
CHEMBL1801769	67487
CHEMBL4293256	62919
CHEMBL1269941	70691
CHEMBL259865	920
CHEMBL2110990	85537
CHEMBL4129135	149923
CHEMBL9484	34649
CHEMBL3187145	6791
CHEMBL2134778	113465
CHEMBL4065616	145994
CHEMBL2111623	137717
CHEMBL2359417	106150
CHEMBL1867031	38578
CHEMBL3813747	6111
CHEMBL1352546	107178
CHEMBL1232952	28833
CHEMBL1743211	30614
CHEMBL308408	17964
CHEMBL3542194	8996
CHEMBL3109370	94919
CHEMBL1819440	136020
CHEMBL139005	82286
CHEMBL1597738	119944
CHEMBL459815	24233
CHEMBL1497236	120899
CHEMBL1359513	48964
CHEMBL1399772	117150
CHEMBL1905412	119621
CHEMBL461399	68001
CHEMBL223533	17677
CHEMBL1563318	116154
CHEMBL1241267	16913
CHEMBL1908039	79904
CHEMBL186784	37647
CHEMBL1391815	119983
CHEMBL3884139	72764
CHEMBL1625701	104199
CHEMBL462244	75815
CHEMBL1201197	135829
CHEMBL149223	92609
CHEMBL55076	582124
CHEMBL189999	71608
CHEMBL29197	91076
CHEMBL101	48574
CHEMBL388065	90702
CHEMBL1900787	94938
CHEMBL449362	90124
CHEMBL1314890	94325
CHEMBL3544884	140164
CHEMBL2136897	112614
CHEMBL4127146	140244
CHEMBL3250363	79814
CHEMBL1528535	115646
CHEMBL1908359	86431
CHEMBL1418642	123377
CHEMBL3338735	70099
CHEMBL1584768	116939
CHEMBL1637	31647
CHEMBL570	9711
CHEMBL1335493	121458
CHEMBL1802161	67722
CHEMBL170458	4489
CHEMBL309993	20339
CHEMBL2131983	113305
CHEMBL3358708	68203
CHEMBL188866	73710
CHEMBL1555865	121248
CHEMBL1200539	3311
CHEMBL1928401	69593
CHEMBL88272	93348
CHEMBL1578730	114986
CHEMBL224318	39264
CHEMBL1425918	114902
CHEMBL3182910	93316
CHEMBL458328	94483
CHEMBL2106311	135220
CHEMBL1906588	94907
CHEMBL2362005	98945
CHEMBL2105020	135665
CHEMBL1325665	121703
CHEMBL457504	75458
CHEMBL3560322	38681
CHEMBL2391150	81555
CHEMBL1397	64355
CHEMBL1620522	93248
CHEMBL494531	138827
CHEMBL237500	68610
CHEMBL1593874	29672
CHEMBL1542854	107523
CHEMBL924	46557
CHEMBL2392659	142826
CHEMBL1732668	104961
CHEMBL1566858	93646
CHEMBL1094600	146013
CHEMBL486627	81530
CHEMBL1361757	107908
CHEMBL2147517	69655
CHEMBL252164	83656
CHEMBL1487852	120937
CHEMBL72536	19363
CHEMBL486017	38200
CHEMBL1743263	59919
CHEMBL1564275	108512
CHEMBL4167757	31929
CHEMBL51697	180847
CHEMBL421942	91344
CHEMBL1882327	103739
CHEMBL1488819	59846
CHEMBL549617	27917
CHEMBL487997	67244
CHEMBL1464737	116308
CHEMBL3186554	129524
CHEMBL268868	53110
CHEMBL286615	131788
CHEMBL286615	93173
CHEMBL1595049	92997
CHEMBL1489438	76288
CHEMBL456404	82912
CHEMBL36327	70255
CHEMBL2106548	131732
CHEMBL1256391	32016
CHEMBL1505825	112811
CHEMBL4098877	132484
CHEMBL1430124	92039
CHEMBL381698	149915
CHEMBL1327496	112439
CHEMBL1506222	116395
CHEMBL114062	17300
CHEMBL25164	207229
CHEMBL2142321	94193
CHEMBL1432636	109750
CHEMBL1743303	35430
CHEMBL1405140	105390
CHEMBL1727337	108940
CHEMBL1607993	105952
CHEMBL1451208	19904
CHEMBL466335	136828
CHEMBL1347806	107301
CHEMBL258940	93243
CHEMBL21	45373
CHEMBL150192	134104
CHEMBL150192	134105
CHEMBL1235774	22472
CHEMBL1773758	68037
CHEMBL457419	134058
CHEMBL1415516	109281
CHEMBL270297	6478
CHEMBL1392952	120505
CHEMBL101036	266039
CHEMBL2142786	112483
CHEMBL363295	135168
CHEMBL1332148	123442
CHEMBL1546967	121399
CHEMBL3184604	73685
CHEMBL1573977	114580
CHEMBL3235617	10105
CHEMBL268688	65428
CHEMBL1501863	109739
CHEMBL1470098	120755
CHEMBL3833402	74768
CHEMBL2104057	134830
CHEMBL45816	6920
CHEMBL1270154	70697
CHEMBL1822164	69401
CHEMBL1797282	89921
CHEMBL1275624	75318
CHEMBL88244	10417
CHEMBL310671	32111
CHEMBL2141474	127712
CHEMBL255890	2368
CHEMBL407070	136034
