id	reversible	fast	lowerFluxBound	upperFluxBound
R_HMR_0793	false	false	FB2N0	FB3N1000
R_HMR_0794	false	false	FB2N0	FB3N1000
R_HMR_0797	false	false	FB2N0	FB3N1000
R_HMR_0804	false	false	FB2N0	FB3N1000
R_HMR_0808	false	false	FB2N0	FB3N1000
R_HMR_0826	false	false	FB2N0	FB3N1000
R_HMR_0832	false	false	FB2N0	FB3N1000
R_HMR_0834	false	false	FB2N0	FB3N1000
R_HMR_0835	false	false	FB2N0	FB3N1000
R_HMR_0836	false	false	FB2N0	FB3N1000
R_HMR_0914	false	false	FB2N0	FB3N1000
R_HMR_0915	true	false	FB1N1000	FB3N1000
R_HMR_0919	false	false	FB2N0	FB3N1000
R_HMR_0920	false	false	FB2N0	FB3N1000
R_HMR_0921	false	false	FB2N0	FB3N1000
R_HMR_0924	false	false	FB2N0	FB3N1000
R_HMR_0925	false	false	FB2N0	FB3N1000
R_HMR_0926	false	false	FB2N0	FB3N1000
R_HMR_7188	false	false	FB2N0	FB3N1000
R_HMR_8378	true	false	FB1N1000	FB3N1000
R_HMR_8379	false	false	FB2N0	FB3N1000
R_HMR_7185	false	false	FB2N0	FB3N1000
R_HMR_8380	false	false	FB2N0	FB3N1000
R_HMR_7186	false	false	FB2N0	FB3N1000
R_HMR_8381	false	false	FB2N0	FB3N1000
R_HMR_7187	false	false	FB2N0	FB3N1000
R_HMR_8383	false	false	FB2N0	FB3N1000
R_HMR_8384	false	false	FB2N0	FB3N1000
R_HMR_8385	false	false	FB2N0	FB3N1000
R_HMR_8387	false	false	FB2N0	FB3N1000
R_HMR_8388	false	false	FB2N0	FB3N1000
R_HMR_8389	false	false	FB2N0	FB3N1000
R_HMR_8390	false	false	FB2N0	FB3N1000
R_HMR_8391	false	false	FB2N0	FB3N1000
R_HMR_8392	false	false	FB2N0	FB3N1000
R_HMR_8393	false	false	FB2N0	FB3N1000
R_HMR_8394	false	false	FB2N0	FB3N1000
R_HMR_8395	false	false	FB2N0	FB3N1000
R_HMR_8396	false	false	FB2N0	FB3N1000
R_HMR_8397	false	false	FB2N0	FB3N1000
R_HMR_8398	false	false	FB2N0	FB3N1000
R_HMR_8399	false	false	FB2N0	FB3N1000
R_HMR_8401	false	false	FB2N0	FB3N1000
R_HMR_8402	false	false	FB2N0	FB3N1000
R_HMR_8403	false	false	FB2N0	FB3N1000
R_HMR_8404	false	false	FB2N0	FB3N1000
R_HMR_8405	false	false	FB2N0	FB3N1000
R_HMR_8406	false	false	FB2N0	FB3N1000
R_HMR_8407	false	false	FB2N0	FB3N1000
R_HMR_1979	false	false	FB2N0	FB3N1000
R_HMR_1980	false	false	FB2N0	FB3N1000
R_HMR_1981	false	false	FB2N0	FB3N1000
R_HMR_1985	false	false	FB2N0	FB3N1000
R_HMR_1987	true	false	FB1N1000	FB3N1000
R_HMR_1988	false	false	FB2N0	FB3N1000
R_HMR_1995	false	false	FB2N0	FB3N1000
R_HMR_1996	false	false	FB2N0	FB3N1000
R_HMR_1999	false	false	FB2N0	FB3N1000
R_HMR_2000	false	false	FB2N0	FB3N1000
R_HMR_2001	false	false	FB2N0	FB3N1000
R_HMR_1305	false	false	FB2N0	FB3N1000
R_HMR_1307	false	false	FB2N0	FB3N1000
R_HMR_1308	false	false	FB2N0	FB3N1000
R_HMR_1310	true	false	FB1N1000	FB3N1000
R_HMR_1312	false	false	FB2N0	FB3N1000
R_HMR_1313	false	false	FB2N0	FB3N1000
R_HMR_1315	true	false	FB1N1000	FB3N1000
R_HMR_1317	true	false	FB1N1000	FB3N1000
R_HMR_1318	true	false	FB1N1000	FB3N1000
R_HMR_1319	true	false	FB1N1000	FB3N1000
R_HMR_1320	true	false	FB1N1000	FB3N1000
R_HMR_1321	true	false	FB1N1000	FB3N1000
R_HMR_1322	true	false	FB1N1000	FB3N1000
R_HMR_1323	true	false	FB1N1000	FB3N1000
R_HMR_1324	true	false	FB1N1000	FB3N1000
R_HMR_1325	false	false	FB2N0	FB3N1000
R_HMR_1326	false	false	FB2N0	FB3N1000
R_HMR_1327	false	false	FB2N0	FB3N1000
R_HMR_1328	true	false	FB1N1000	FB3N1000
R_HMR_1329	true	false	FB1N1000	FB3N1000
R_HMR_1330	false	false	FB2N0	FB3N1000
R_HMR_1332	true	false	FB1N1000	FB3N1000
R_HMR_1333	true	false	FB1N1000	FB3N1000
R_HMR_1334	true	false	FB1N1000	FB3N1000
R_HMR_1335	true	false	FB1N1000	FB3N1000
R_HMR_1336	true	false	FB1N1000	FB3N1000
R_HMR_1337	true	false	FB1N1000	FB3N1000
R_HMR_1338	true	false	FB1N1000	FB3N1000
R_HMR_1339	true	false	FB1N1000	FB3N1000
R_HMR_1341	true	false	FB1N1000	FB3N1000
R_HMR_1342	true	false	FB1N1000	FB3N1000
R_HMR_1343	true	false	FB1N1000	FB3N1000
R_HMR_1344	true	false	FB1N1000	FB3N1000
R_HMR_1345	true	false	FB1N1000	FB3N1000
R_HMR_1346	false	false	FB2N0	FB3N1000
R_HMR_1347	true	false	FB1N1000	FB3N1000
R_HMR_1350	false	false	FB2N0	FB3N1000
R_HMR_1352	true	false	FB1N1000	FB3N1000
R_HMR_1355	false	false	FB2N0	FB3N1000
R_HMR_1356	false	false	FB2N0	FB3N1000
R_HMR_1357	false	false	FB2N0	FB3N1000
R_HMR_1358	false	false	FB2N0	FB3N1000
R_HMR_1359	false	false	FB2N0	FB3N1000
R_HMR_1360	false	false	FB2N0	FB3N1000
R_HMR_1361	false	false	FB2N0	FB3N1000
R_HMR_1362	false	false	FB2N0	FB3N1000
R_HMR_1363	true	false	FB1N1000	FB3N1000
R_HMR_1364	false	false	FB2N0	FB3N1000
R_HMR_1365	false	false	FB2N0	FB3N1000
R_HMR_1366	true	false	FB1N1000	FB3N1000
R_HMR_1367	true	false	FB1N1000	FB3N1000
R_HMR_1370	true	false	FB1N1000	FB3N1000
R_HMR_1373	true	false	FB1N1000	FB3N1000
R_HMR_1374	true	false	FB1N1000	FB3N1000
R_HMR_1375	true	false	FB1N1000	FB3N1000
R_HMR_1376	true	false	FB1N1000	FB3N1000
R_HMR_1379	true	false	FB1N1000	FB3N1000
R_HMR_1382	true	false	FB1N1000	FB3N1000
R_HMR_1383	true	false	FB1N1000	FB3N1000
R_HMR_1384	true	false	FB1N1000	FB3N1000
R_HMR_1387	true	false	FB1N1000	FB3N1000
R_HMR_1388	false	false	FB2N0	FB3N1000
R_HMR_1389	true	false	FB1N1000	FB3N1000
R_HMR_1390	false	false	FB2N0	FB3N1000
R_HMR_1391	false	false	FB2N0	FB3N1000
R_HMR_1393	true	false	FB1N1000	FB3N1000
R_HMR_1394	true	false	FB1N1000	FB3N1000
R_HMR_1395	true	false	FB1N1000	FB3N1000
R_HMR_1398	true	false	FB1N1000	FB3N1000
R_HMR_1401	true	false	FB1N1000	FB3N1000
R_HMR_1402	true	false	FB1N1000	FB3N1000
R_HMR_0703	false	false	FB2N0	FB3N1000
R_HMR_0705	false	false	FB2N0	FB3N1000
R_HMR_0706	false	false	FB2N0	FB3N1000
R_HMR_0708	false	false	FB2N0	FB3N1000
R_HMR_7598	false	false	FB2N0	FB3N1000
R_HMR_7600	false	false	FB2N0	FB3N1000
R_HMR_7602	false	false	FB2N0	FB3N1000
R_HMR_7603	false	false	FB2N0	FB3N1000
R_HMR_7604	true	false	FB1N1000	FB3N1000
R_HMR_7605	false	false	FB2N0	FB3N1000
R_HMR_7606	false	false	FB2N0	FB3N1000
R_HMR_7607	false	false	FB2N0	FB3N1000
R_HMR_7610	true	false	FB1N1000	FB3N1000
R_HMR_7614	false	false	FB2N0	FB3N1000
R_HMR_7615	false	false	FB2N0	FB3N1000
R_HMR_0024	false	false	FB2N0	FB3N1000
R_HMR_0025	false	false	FB2N0	FB3N1000
R_HMR_0026	false	false	FB2N0	FB3N1000
R_HMR_0027	false	false	FB2N0	FB3N1000
R_HMR_0028	false	false	FB2N0	FB3N1000
R_HMR_0029	false	false	FB2N0	FB3N1000
R_HMR_0030	false	false	FB2N0	FB3N1000
R_HMR_7200	false	false	FB2N0	FB3N1000
R_HMR_7202	false	false	FB2N0	FB3N1000
R_HMR_7203	false	false	FB2N0	FB3N1000
R_HMR_7205	false	false	FB2N0	FB3N1000
R_HMR_7206	false	false	FB2N0	FB3N1000
R_HMR_7207	false	false	FB2N0	FB3N1000
R_HMR_7208	false	false	FB2N0	FB3N1000
R_HMR_7209	false	false	FB2N0	FB3N1000
R_HMR_7210	false	false	FB2N0	FB3N1000
R_HMR_7211	false	false	FB2N0	FB3N1000
R_HMR_7212	false	false	FB2N0	FB3N1000
R_HMR_7213	false	false	FB2N0	FB3N1000
R_HMR_7214	false	false	FB2N0	FB3N1000
R_HMR_7215	false	false	FB2N0	FB3N1000
R_HMR_7216	false	false	FB2N0	FB3N1000
R_HMR_7217	false	false	FB2N0	FB3N1000
R_HMR_7218	false	false	FB2N0	FB3N1000
R_HMR_7219	false	false	FB2N0	FB3N1000
R_HMR_7220	false	false	FB2N0	FB3N1000
R_HMR_7221	false	false	FB2N0	FB3N1000
R_HMR_7222	false	false	FB2N0	FB3N1000
R_HMR_7490	false	false	FB2N0	FB3N1000
R_HMR_7491	false	false	FB2N0	FB3N1000
R_HMR_7492	false	false	FB2N0	FB3N1000
R_HMR_7493	false	false	FB2N0	FB3N1000
R_HMR_7494	false	false	FB2N0	FB3N1000
R_HMR_7495	false	false	FB2N0	FB3N1000
R_HMR_7496	false	false	FB2N0	FB3N1000
R_HMR_7497	false	false	FB2N0	FB3N1000
R_HMR_7498	false	false	FB2N0	FB3N1000
R_HMR_7509	false	false	FB2N0	FB3N1000
R_HMR_7510	false	false	FB2N0	FB3N1000
R_HMR_7519	false	false	FB2N0	FB3N1000
R_HMR_7520	false	false	FB2N0	FB3N1000
R_HMR_7521	false	false	FB2N0	FB3N1000
R_HMR_7522	false	false	FB2N0	FB3N1000
R_HMR_7534	false	false	FB2N0	FB3N1000
R_HMR_7535	false	false	FB2N0	FB3N1000
R_HMR_7536	false	false	FB2N0	FB3N1000
R_HMR_7537	false	false	FB2N0	FB3N1000
R_HMR_7538	false	false	FB2N0	FB3N1000
R_HMR_7551	false	false	FB2N0	FB3N1000
R_HMR_7552	false	false	FB2N0	FB3N1000
R_HMR_7553	false	false	FB2N0	FB3N1000
R_HMR_7554	false	false	FB2N0	FB3N1000
R_HMR_7501	false	false	FB2N0	FB3N1000
R_HMR_7502	false	false	FB2N0	FB3N1000
R_HMR_7503	false	false	FB2N0	FB3N1000
R_HMR_7504	false	false	FB2N0	FB3N1000
R_HMR_7505	false	false	FB2N0	FB3N1000
R_HMR_7506	false	false	FB2N0	FB3N1000
R_HMR_7507	false	false	FB2N0	FB3N1000
R_HMR_7508	false	false	FB2N0	FB3N1000
R_HMR_7513	false	false	FB2N0	FB3N1000
R_HMR_7514	false	false	FB2N0	FB3N1000
R_HMR_7515	false	false	FB2N0	FB3N1000
R_HMR_7516	false	false	FB2N0	FB3N1000
R_HMR_7517	false	false	FB2N0	FB3N1000
R_HMR_7518	false	false	FB2N0	FB3N1000
R_HMR_7525	false	false	FB2N0	FB3N1000
R_HMR_7526	false	false	FB2N0	FB3N1000
R_HMR_7527	false	false	FB2N0	FB3N1000
R_HMR_7528	false	false	FB2N0	FB3N1000
R_HMR_7529	false	false	FB2N0	FB3N1000
R_HMR_7530	false	false	FB2N0	FB3N1000
R_HMR_7531	false	false	FB2N0	FB3N1000
R_HMR_7532	false	false	FB2N0	FB3N1000
R_HMR_7533	false	false	FB2N0	FB3N1000
R_HMR_7541	false	false	FB2N0	FB3N1000
R_HMR_7542	false	false	FB2N0	FB3N1000
R_HMR_7543	false	false	FB2N0	FB3N1000
R_HMR_7544	false	false	FB2N0	FB3N1000
R_HMR_7545	false	false	FB2N0	FB3N1000
R_HMR_7546	false	false	FB2N0	FB3N1000
R_HMR_7547	false	false	FB2N0	FB3N1000
R_HMR_7548	false	false	FB2N0	FB3N1000
R_HMR_7549	false	false	FB2N0	FB3N1000
R_HMR_7550	false	false	FB2N0	FB3N1000
R_HMR_7557	false	false	FB2N0	FB3N1000
R_HMR_7558	false	false	FB2N0	FB3N1000
R_HMR_7559	false	false	FB2N0	FB3N1000
R_HMR_7560	false	false	FB2N0	FB3N1000
R_HMR_7561	false	false	FB2N0	FB3N1000
R_HMR_7562	false	false	FB2N0	FB3N1000
R_HMR_7563	false	false	FB2N0	FB3N1000
R_HMR_7564	false	false	FB2N0	FB3N1000
R_HMR_7565	false	false	FB2N0	FB3N1000
R_HMR_7566	false	false	FB2N0	FB3N1000
R_HMR_7567	false	false	FB2N0	FB3N1000
R_HMR_7225	false	false	FB2N0	FB3N1000
R_HMR_7226	false	false	FB2N0	FB3N1000
R_HMR_7227	false	false	FB2N0	FB3N1000
R_HMR_7228	false	false	FB2N0	FB3N1000
R_HMR_7229	false	false	FB2N0	FB3N1000
R_HMR_7230	false	false	FB2N0	FB3N1000
R_HMR_7231	false	false	FB2N0	FB3N1000
R_HMR_7232	false	false	FB2N0	FB3N1000
R_HMR_7233	false	false	FB2N0	FB3N1000
R_HMR_7234	false	false	FB2N0	FB3N1000
R_HMR_7235	false	false	FB2N0	FB3N1000
R_HMR_7236	false	false	FB2N0	FB3N1000
R_HMR_7237	false	false	FB2N0	FB3N1000
R_HMR_7238	false	false	FB2N0	FB3N1000
R_HMR_7239	false	false	FB2N0	FB3N1000
R_HMR_7240	false	false	FB2N0	FB3N1000
R_HMR_7241	false	false	FB2N0	FB3N1000
R_HMR_7242	false	false	FB2N0	FB3N1000
R_HMR_7243	false	false	FB2N0	FB3N1000
R_HMR_7244	false	false	FB2N0	FB3N1000
R_HMR_7245	false	false	FB2N0	FB3N1000
R_HMR_7246	false	false	FB2N0	FB3N1000
R_HMR_7247	false	false	FB2N0	FB3N1000
R_HMR_7248	false	false	FB2N0	FB3N1000
R_HMR_7249	false	false	FB2N0	FB3N1000
R_HMR_7250	false	false	FB2N0	FB3N1000
R_HMR_7251	false	false	FB2N0	FB3N1000
R_HMR_7571	false	false	FB2N0	FB3N1000
R_HMR_7572	false	false	FB2N0	FB3N1000
R_HMR_7573	false	false	FB2N0	FB3N1000
R_HMR_7335	false	false	FB2N0	FB3N1000
R_HMR_7336	false	false	FB2N0	FB3N1000
R_HMR_7337	false	false	FB2N0	FB3N1000
R_HMR_7338	false	false	FB2N0	FB3N1000
R_HMR_7339	false	false	FB2N0	FB3N1000
R_HMR_7340	false	false	FB2N0	FB3N1000
R_HMR_7341	false	false	FB2N0	FB3N1000
R_HMR_7342	false	false	FB2N0	FB3N1000
R_HMR_7343	false	false	FB2N0	FB3N1000
R_HMR_7344	false	false	FB2N0	FB3N1000
R_HMR_7345	false	false	FB2N0	FB3N1000
R_HMR_7346	false	false	FB2N0	FB3N1000
R_HMR_7347	false	false	FB2N0	FB3N1000
R_HMR_7348	false	false	FB2N0	FB3N1000
R_HMR_7349	false	false	FB2N0	FB3N1000
R_HMR_7350	false	false	FB2N0	FB3N1000
R_HMR_7351	false	false	FB2N0	FB3N1000
R_HMR_7352	false	false	FB2N0	FB3N1000
R_HMR_7353	false	false	FB2N0	FB3N1000
R_HMR_7354	false	false	FB2N0	FB3N1000
R_HMR_7355	false	false	FB2N0	FB3N1000
R_HMR_7356	false	false	FB2N0	FB3N1000
R_HMR_7357	false	false	FB2N0	FB3N1000
R_HMR_7358	false	false	FB2N0	FB3N1000
R_HMR_7359	false	false	FB2N0	FB3N1000
R_HMR_7360	false	false	FB2N0	FB3N1000
R_HMR_7361	false	false	FB2N0	FB3N1000
R_HMR_7362	false	false	FB2N0	FB3N1000
R_HMR_7363	false	false	FB2N0	FB3N1000
R_HMR_7364	false	false	FB2N0	FB3N1000
R_HMR_7365	false	false	FB2N0	FB3N1000
R_HMR_7366	false	false	FB2N0	FB3N1000
R_HMR_7367	false	false	FB2N0	FB3N1000
R_HMR_7368	false	false	FB2N0	FB3N1000
R_HMR_7369	false	false	FB2N0	FB3N1000
R_HMR_7370	false	false	FB2N0	FB3N1000
R_HMR_7371	false	false	FB2N0	FB3N1000
R_HMR_7442	false	false	FB2N0	FB3N1000
R_HMR_7443	false	false	FB2N0	FB3N1000
R_HMR_7444	false	false	FB2N0	FB3N1000
R_HMR_7445	false	false	FB2N0	FB3N1000
R_HMR_7446	false	false	FB2N0	FB3N1000
R_HMR_7447	false	false	FB2N0	FB3N1000
R_HMR_7448	false	false	FB2N0	FB3N1000
R_HMR_7449	false	false	FB2N0	FB3N1000
R_HMR_7450	false	false	FB2N0	FB3N1000
R_HMR_7451	false	false	FB2N0	FB3N1000
R_HMR_7452	false	false	FB2N0	FB3N1000
R_HMR_7471	false	false	FB2N0	FB3N1000
R_HMR_7472	false	false	FB2N0	FB3N1000
R_HMR_7473	false	false	FB2N0	FB3N1000
R_HMR_7474	false	false	FB2N0	FB3N1000
R_HMR_7475	false	false	FB2N0	FB3N1000
R_HMR_7476	false	false	FB2N0	FB3N1000
R_HMR_7477	false	false	FB2N0	FB3N1000
R_HMR_7478	false	false	FB2N0	FB3N1000
R_HMR_7479	false	false	FB2N0	FB3N1000
R_HMR_7480	false	false	FB2N0	FB3N1000
R_HMR_7481	false	false	FB2N0	FB3N1000
R_HMR_7373	false	false	FB2N0	FB3N1000
R_HMR_7375	false	false	FB2N0	FB3N1000
R_HMR_7376	false	false	FB2N0	FB3N1000
R_HMR_7377	false	false	FB2N0	FB3N1000
R_HMR_7378	false	false	FB2N0	FB3N1000
R_HMR_7379	false	false	FB2N0	FB3N1000
R_HMR_7380	false	false	FB2N0	FB3N1000
R_HMR_7381	false	false	FB2N0	FB3N1000
R_HMR_7382	false	false	FB2N0	FB3N1000
R_HMR_7383	false	false	FB2N0	FB3N1000
R_HMR_7384	false	false	FB2N0	FB3N1000
R_HMR_7385	false	false	FB2N0	FB3N1000
R_HMR_7386	false	false	FB2N0	FB3N1000
R_HMR_7387	false	false	FB2N0	FB3N1000
R_HMR_7388	false	false	FB2N0	FB3N1000
R_HMR_7389	false	false	FB2N0	FB3N1000
R_HMR_7390	false	false	FB2N0	FB3N1000
R_HMR_7391	false	false	FB2N0	FB3N1000
R_HMR_7392	false	false	FB2N0	FB3N1000
R_HMR_7393	false	false	FB2N0	FB3N1000
R_HMR_7394	false	false	FB2N0	FB3N1000
R_HMR_7395	false	false	FB2N0	FB3N1000
R_HMR_7396	false	false	FB2N0	FB3N1000
R_HMR_7397	false	false	FB2N0	FB3N1000
R_HMR_7398	false	false	FB2N0	FB3N1000
R_HMR_7399	false	false	FB2N0	FB3N1000
R_HMR_7400	false	false	FB2N0	FB3N1000
R_HMR_7401	false	false	FB2N0	FB3N1000
R_HMR_7402	false	false	FB2N0	FB3N1000
R_HMR_7403	false	false	FB2N0	FB3N1000
R_HMR_7404	false	false	FB2N0	FB3N1000
R_HMR_7405	false	false	FB2N0	FB3N1000
R_HMR_7406	false	false	FB2N0	FB3N1000
R_HMR_7407	false	false	FB2N0	FB3N1000
R_HMR_7408	false	false	FB2N0	FB3N1000
R_HMR_7409	false	false	FB2N0	FB3N1000
R_HMR_7410	false	false	FB2N0	FB3N1000
R_HMR_7411	false	false	FB2N0	FB3N1000
R_HMR_7412	false	false	FB2N0	FB3N1000
R_HMR_7413	false	false	FB2N0	FB3N1000
R_HMR_7414	false	false	FB2N0	FB3N1000
R_HMR_7415	false	false	FB2N0	FB3N1000
R_HMR_7416	false	false	FB2N0	FB3N1000
R_HMR_7417	false	false	FB2N0	FB3N1000
R_HMR_7418	false	false	FB2N0	FB3N1000
R_HMR_7419	false	false	FB2N0	FB3N1000
R_HMR_7420	false	false	FB2N0	FB3N1000
R_HMR_7421	false	false	FB2N0	FB3N1000
R_HMR_7422	false	false	FB2N0	FB3N1000
R_HMR_7423	false	false	FB2N0	FB3N1000
R_HMR_7424	false	false	FB2N0	FB3N1000
R_HMR_7425	false	false	FB2N0	FB3N1000
R_HMR_7426	false	false	FB2N0	FB3N1000
R_HMR_7427	false	false	FB2N0	FB3N1000
R_HMR_7455	false	false	FB2N0	FB3N1000
R_HMR_7456	false	false	FB2N0	FB3N1000
R_HMR_7457	false	false	FB2N0	FB3N1000
R_HMR_7458	false	false	FB2N0	FB3N1000
R_HMR_7459	false	false	FB2N0	FB3N1000
R_HMR_7460	false	false	FB2N0	FB3N1000
R_HMR_7461	false	false	FB2N0	FB3N1000
R_HMR_7462	false	false	FB2N0	FB3N1000
R_HMR_7463	false	false	FB2N0	FB3N1000
R_HMR_7464	false	false	FB2N0	FB3N1000
R_HMR_7465	false	false	FB2N0	FB3N1000
R_HMR_7466	false	false	FB2N0	FB3N1000
R_HMR_7467	false	false	FB2N0	FB3N1000
R_HMR_7468	false	false	FB2N0	FB3N1000
R_HMR_7469	false	false	FB2N0	FB3N1000
R_HMR_7484	false	false	FB2N0	FB3N1000
R_HMR_7485	false	false	FB2N0	FB3N1000
R_HMR_7486	false	false	FB2N0	FB3N1000
R_HMR_7487	false	false	FB2N0	FB3N1000
R_HMR_7488	false	false	FB2N0	FB3N1000
R_HMR_7489	false	false	FB2N0	FB3N1000
R_HMR_8643	false	false	FB2N0	FB3N1000
R_HMR_8645	false	false	FB2N0	FB3N1000
R_HMR_8648	false	false	FB2N0	FB3N1000
R_HMR_1581	false	false	FB2N0	FB3N1000
R_HMR_1584	false	false	FB2N0	FB3N1000
R_HMR_1585	false	false	FB2N0	FB3N1000
R_HMR_1589	false	false	FB2N0	FB3N1000
R_HMR_1590	false	false	FB2N0	FB3N1000
R_HMR_1592	false	false	FB2N0	FB3N1000
R_HMR_1593	true	false	FB1N1000	FB3N1000
R_HMR_1595	false	false	FB2N0	FB3N1000
R_HMR_1598	false	false	FB2N0	FB3N1000
R_HMR_1599	false	false	FB2N0	FB3N1000
R_HMR_1604	false	false	FB2N0	FB3N1000
R_HMR_1605	false	false	FB2N0	FB3N1000
R_HMR_1608	false	false	FB2N0	FB3N1000
R_HMR_1609	false	false	FB2N0	FB3N1000
R_HMR_1610	false	false	FB2N0	FB3N1000
R_HMR_1611	false	false	FB2N0	FB3N1000
R_HMR_1613	false	false	FB2N0	FB3N1000
R_HMR_1614	false	false	FB2N0	FB3N1000
R_HMR_1619	true	false	FB1N1000	FB3N1000
R_HMR_1620	true	false	FB1N1000	FB3N1000
R_HMR_1622	false	false	FB2N0	FB3N1000
R_HMR_1623	true	false	FB1N1000	FB3N1000
R_HMR_1624	false	false	FB2N0	FB3N1000
R_HMR_1625	false	false	FB2N0	FB3N1000
R_HMR_1627	false	false	FB2N0	FB3N1000
R_HMR_1629	true	false	FB1N1000	FB3N1000
R_HMR_1630	true	false	FB1N1000	FB3N1000
R_HMR_1631	true	false	FB1N1000	FB3N1000
R_HMR_1632	false	false	FB2N0	FB3N1000
R_HMR_1635	false	false	FB2N0	FB3N1000
R_HMR_1637	false	false	FB2N0	FB3N1000
R_HMR_1638	false	false	FB2N0	FB3N1000
R_HMR_1639	false	false	FB2N0	FB3N1000
R_HMR_1642	false	false	FB2N0	FB3N1000
R_HMR_1646	false	false	FB2N0	FB3N1000
R_HMR_1652	false	false	FB2N0	FB3N1000
R_HMR_1653	false	false	FB2N0	FB3N1000
R_HMR_1656	true	false	FB1N1000	FB3N1000
R_HMR_1659	false	false	FB2N0	FB3N1000
R_HMR_1660	false	false	FB2N0	FB3N1000
R_HMR_1662	false	false	FB2N0	FB3N1000
R_HMR_1663	false	false	FB2N0	FB3N1000
R_HMR_1665	false	false	FB2N0	FB3N1000
R_HMR_1666	false	false	FB2N0	FB3N1000
R_HMR_1667	false	false	FB2N0	FB3N1000
R_HMR_1668	false	false	FB2N0	FB3N1000
R_HMR_1670	false	false	FB2N0	FB3N1000
R_HMR_1673	false	false	FB2N0	FB3N1000
R_HMR_1676	false	false	FB2N0	FB3N1000
R_HMR_1678	false	false	FB2N0	FB3N1000
R_HMR_1679	true	false	FB1N1000	FB3N1000
R_HMR_1681	false	false	FB2N0	FB3N1000
R_HMR_1682	false	false	FB2N0	FB3N1000
R_HMR_1684	true	false	FB1N1000	FB3N1000
R_HMR_1685	false	false	FB2N0	FB3N1000
R_HMR_1687	false	false	FB2N0	FB3N1000
R_HMR_1689	false	false	FB2N0	FB3N1000
R_HMR_1691	false	false	FB2N0	FB3N1000
R_HMR_1692	true	false	FB1N1000	FB3N1000
R_HMR_1693	false	false	FB2N0	FB3N1000
R_HMR_1694	true	false	FB1N1000	FB3N1000
R_HMR_1695	true	false	FB1N1000	FB3N1000
R_HMR_1696	false	false	FB2N0	FB3N1000
R_HMR_1697	false	false	FB2N0	FB3N1000
R_HMR_1699	false	false	FB2N0	FB3N1000
R_HMR_1700	false	false	FB2N0	FB3N1000
R_HMR_1701	true	false	FB1N1000	FB3N1000
R_HMR_1702	false	false	FB2N0	FB3N1000
R_HMR_1703	true	false	FB1N1000	FB3N1000
R_HMR_1704	false	false	FB2N0	FB3N1000
R_HMR_1706	false	false	FB2N0	FB3N1000
R_HMR_1708	false	false	FB2N0	FB3N1000
R_HMR_1710	false	false	FB2N0	FB3N1000
R_HMR_1716	false	false	FB2N0	FB3N1000
R_HMR_1717	true	false	FB1N1000	FB3N1000
R_HMR_1718	false	false	FB2N0	FB3N1000
R_HMR_1720	false	false	FB2N0	FB3N1000
R_HMR_1722	false	false	FB2N0	FB3N1000
R_HMR_1723	false	false	FB2N0	FB3N1000
R_HMR_1725	true	false	FB1N1000	FB3N1000
R_HMR_1726	true	false	FB1N1000	FB3N1000
R_HMR_1727	true	false	FB1N1000	FB3N1000
R_HMR_1729	false	false	FB2N0	FB3N1000
R_HMR_1730	false	false	FB2N0	FB3N1000
R_HMR_1735	false	false	FB2N0	FB3N1000
R_HMR_1737	false	false	FB2N0	FB3N1000
R_HMR_1738	false	false	FB2N0	FB3N1000
R_HMR_1739	false	false	FB2N0	FB3N1000
R_HMR_1740	false	false	FB2N0	FB3N1000
R_HMR_1741	false	false	FB2N0	FB3N1000
R_HMR_1742	false	false	FB2N0	FB3N1000
R_HMR_1743	false	false	FB2N0	FB3N1000
R_HMR_1744	false	false	FB2N0	FB3N1000
R_HMR_1745	false	false	FB2N0	FB3N1000
R_HMR_1746	false	false	FB2N0	FB3N1000
R_HMR_1747	false	false	FB2N0	FB3N1000
R_HMR_1748	false	false	FB2N0	FB3N1000
R_HMR_1749	false	false	FB2N0	FB3N1000
R_HMR_1750	false	false	FB2N0	FB3N1000
R_HMR_1751	false	false	FB2N0	FB3N1000
R_HMR_1752	false	false	FB2N0	FB3N1000
R_HMR_1753	false	false	FB2N0	FB3N1000
R_HMR_1754	false	false	FB2N0	FB3N1000
R_HMR_1756	false	false	FB2N0	FB3N1000
R_HMR_1758	false	false	FB2N0	FB3N1000
R_HMR_1759	false	false	FB2N0	FB3N1000
R_HMR_1760	false	false	FB2N0	FB3N1000
R_HMR_1761	false	false	FB2N0	FB3N1000
R_HMR_1762	false	false	FB2N0	FB3N1000
R_HMR_1764	true	false	FB1N1000	FB3N1000
R_HMR_1765	false	false	FB2N0	FB3N1000
R_HMR_1766	false	false	FB2N0	FB3N1000
R_HMR_1767	false	false	FB2N0	FB3N1000
R_HMR_1768	false	false	FB2N0	FB3N1000
R_HMR_1769	false	false	FB2N0	FB3N1000
R_HMR_1770	false	false	FB2N0	FB3N1000
R_HMR_1771	false	false	FB2N0	FB3N1000
R_HMR_1772	true	false	FB1N1000	FB3N1000
R_HMR_1774	false	false	FB2N0	FB3N1000
R_HMR_1776	false	false	FB2N0	FB3N1000
R_HMR_1777	false	false	FB2N0	FB3N1000
R_HMR_1778	true	false	FB1N1000	FB3N1000
R_HMR_1781	false	false	FB2N0	FB3N1000
R_HMR_1783	false	false	FB2N0	FB3N1000
R_HMR_1784	false	false	FB2N0	FB3N1000
