geneID	reactionID
ENSG00000196188	R_HMR_5285
ENSG00000256043	R_HMR_5285
ENSG00000064601	R_HMR_5286
ENSG00000100448	R_HMR_5286
ENSG00000100600	R_HMR_5286
ENSG00000101160	R_HMR_5286
ENSG00000103811	R_HMR_5286
ENSG00000109861	R_HMR_5286
ENSG00000117984	R_HMR_5286
ENSG00000131400	R_HMR_5286
ENSG00000135047	R_HMR_5286
ENSG00000136943	R_HMR_5286
ENSG00000143387	R_HMR_5286
ENSG00000163131	R_HMR_5286
ENSG00000164733	R_HMR_5286
ENSG00000166340	R_HMR_5286
ENSG00000172543	R_HMR_5286
ENSG00000174080	R_HMR_5286
ENSG00000196188	R_HMR_5286
ENSG00000256043	R_HMR_5286
ENSG00000064601	R_HMR_5287
ENSG00000100448	R_HMR_5287
ENSG00000100600	R_HMR_5287
ENSG00000101160	R_HMR_5287
ENSG00000103811	R_HMR_5287
ENSG00000109861	R_HMR_5287
ENSG00000117984	R_HMR_5287
ENSG00000131400	R_HMR_5287
ENSG00000135047	R_HMR_5287
ENSG00000136943	R_HMR_5287
ENSG00000143387	R_HMR_5287
ENSG00000163131	R_HMR_5287
ENSG00000164733	R_HMR_5287
ENSG00000166340	R_HMR_5287
ENSG00000172543	R_HMR_5287
ENSG00000174080	R_HMR_5287
ENSG00000196188	R_HMR_5287
ENSG00000256043	R_HMR_5287
ENSG00000165996	R_HMR_5288
ENSG00000206527	R_HMR_5288
ENSG00000064601	R_HMR_5289
ENSG00000100448	R_HMR_5289
ENSG00000100600	R_HMR_5289
ENSG00000101160	R_HMR_5289
ENSG00000103811	R_HMR_5289
ENSG00000109861	R_HMR_5289
ENSG00000117984	R_HMR_5289
ENSG00000131400	R_HMR_5289
ENSG00000135047	R_HMR_5289
ENSG00000136943	R_HMR_5289
ENSG00000143387	R_HMR_5289
ENSG00000163131	R_HMR_5289
ENSG00000164733	R_HMR_5289
ENSG00000166340	R_HMR_5289
ENSG00000172543	R_HMR_5289
ENSG00000174080	R_HMR_5289
ENSG00000196188	R_HMR_5289
ENSG00000256043	R_HMR_5289
ENSG00000064601	R_HMR_5290
ENSG00000100448	R_HMR_5290
ENSG00000100600	R_HMR_5290
ENSG00000101160	R_HMR_5290
ENSG00000103811	R_HMR_5290
ENSG00000109861	R_HMR_5290
ENSG00000117984	R_HMR_5290
ENSG00000131400	R_HMR_5290
ENSG00000135047	R_HMR_5290
ENSG00000136943	R_HMR_5290
ENSG00000143387	R_HMR_5290
ENSG00000163131	R_HMR_5290
ENSG00000164733	R_HMR_5290
ENSG00000166340	R_HMR_5290
ENSG00000172543	R_HMR_5290
ENSG00000174080	R_HMR_5290
ENSG00000196188	R_HMR_5290
ENSG00000256043	R_HMR_5290
ENSG00000074410	R_HMR_5407
ENSG00000104267	R_HMR_5407
ENSG00000107159	R_HMR_5407
ENSG00000118298	R_HMR_5407
ENSG00000131686	R_HMR_5407
ENSG00000133742	R_HMR_5407
ENSG00000159593	R_HMR_5407
ENSG00000164879	R_HMR_5407
ENSG00000167434	R_HMR_5407
ENSG00000168748	R_HMR_5407
ENSG00000169239	R_HMR_5407
ENSG00000174990	R_HMR_5407
ENSG00000178538	R_HMR_5407
ENSG00000185015	R_HMR_5407
ENSG00000104331	R_HMR_4084
ENSG00000162813	R_HMR_4084
ENSG00000104331	R_HMR_4187
ENSG00000162813	R_HMR_4187
ENSG00000123453	R_HMR_4701
ENSG00000132837	R_HMR_4701
ENSG00000006534	R_HMR_4842
ENSG00000108602	R_HMR_4842
ENSG00000132746	R_HMR_4842
ENSG00000184254	R_HMR_4842
ENSG00000138413	R_HMR_0710
ENSG00000182054	R_HMR_0710
ENSG00000083720	R_HMR_3787
ENSG00000198754	R_HMR_3787
ENSG00000067829	R_HMR_3957
ENSG00000101365	R_HMR_3957
ENSG00000166411	R_HMR_3957
ENSG00000138413	R_HMR_3958
ENSG00000182054	R_HMR_3958
ENSG00000138413	R_HMR_4111
ENSG00000182054	R_HMR_4111
ENSG00000138413	R_HMR_4112
ENSG00000182054	R_HMR_4112
ENSG00000138413	R_HMR_4113
ENSG00000182054	R_HMR_4113
ENSG00000014641	R_HMR_4139
ENSG00000138400	R_HMR_4139
ENSG00000105953	R_HMR_4209
ENSG00000181192	R_HMR_4209
ENSG00000197444	R_HMR_4209
ENSG00000122729	R_HMR_4454
ENSG00000136381	R_HMR_4454
ENSG00000100412	R_HMR_4456
ENSG00000122729	R_HMR_4456
ENSG00000100412	R_HMR_4458
ENSG00000122729	R_HMR_4458
ENSG00000138413	R_HMR_4585
ENSG00000182054	R_HMR_4585
ENSG00000138413	R_HMR_4586
ENSG00000182054	R_HMR_4586
ENSG00000138413	R_HMR_4587
ENSG00000182054	R_HMR_4587
ENSG00000138413	R_HMR_4588
ENSG00000182054	R_HMR_4588
ENSG00000100412	R_HMR_4589
ENSG00000122729	R_HMR_4589
ENSG00000073578	R_HMR_4652
ENSG00000117118	R_HMR_4652
ENSG00000143252	R_HMR_4652
ENSG00000204370	R_HMR_4652
ENSG00000091140	R_HMR_5297
ENSG00000105953	R_HMR_5297
ENSG00000119689	R_HMR_5297
ENSG00000105953	R_HMR_6411
ENSG00000181192	R_HMR_6411
ENSG00000197444	R_HMR_6411
ENSG00000105953	R_HMR_6413
ENSG00000181192	R_HMR_6413
ENSG00000197444	R_HMR_6413
ENSG00000101323	R_HMR_7704
ENSG00000116882	R_HMR_7704
ENSG00000101323	R_HMR_7706
ENSG00000116882	R_HMR_7706
ENSG00000073578	R_HMR_8743
ENSG00000117118	R_HMR_8743
ENSG00000143252	R_HMR_8743
ENSG00000204370	R_HMR_8743
ENSG00000109107	R_HMR_8773
ENSG00000136872	R_HMR_8773
ENSG00000149925	R_HMR_8773
ENSG00000285043	R_HMR_8773
ENSG00000006534	R_HMR_8775
ENSG00000072210	R_HMR_8775
ENSG00000108602	R_HMR_8775
ENSG00000132746	R_HMR_8775
ENSG00000143149	R_HMR_8775
ENSG00000164904	R_HMR_8775
ENSG00000184254	R_HMR_8775
ENSG00000072210	R_HMR_8778
ENSG00000111275	R_HMR_8778
ENSG00000137124	R_HMR_8778
ENSG00000143149	R_HMR_8778
ENSG00000164904	R_HMR_8778
ENSG00000111716	R_HMR_8780
ENSG00000151116	R_HMR_8780
ENSG00000166796	R_HMR_8780
ENSG00000166800	R_HMR_8780
ENSG00000166816	R_HMR_8780
ENSG00000171989	R_HMR_8780
ENSG00000107902	R_HMR_3975
ENSG00000138777	R_HMR_3975
ENSG00000143363	R_HMR_3975
ENSG00000180817	R_HMR_3975
ENSG00000107902	R_HMR_3977
ENSG00000138777	R_HMR_3977
ENSG00000143363	R_HMR_3977
ENSG00000180817	R_HMR_3977
ENSG00000107902	R_HMR_3979
ENSG00000138777	R_HMR_3979
ENSG00000143363	R_HMR_3979
ENSG00000180817	R_HMR_3979
ENSG00000105379	R_HMR_6911
ENSG00000140374	R_HMR_6911
ENSG00000143252	R_HMR_6911
ENSG00000171503	R_HMR_6911
ENSG00000107902	R_HMR_6912
ENSG00000138777	R_HMR_6912
ENSG00000143363	R_HMR_6912
ENSG00000180817	R_HMR_6912
ENSG00000111775	R_HMR_6914
ENSG00000112695	R_HMR_6914
ENSG00000126267	R_HMR_6914
ENSG00000127184	R_HMR_6914
ENSG00000131055	R_HMR_6914
ENSG00000131143	R_HMR_6914
ENSG00000131174	R_HMR_6914
ENSG00000135940	R_HMR_6914
ENSG00000156885	R_HMR_6914
ENSG00000160471	R_HMR_6914
ENSG00000161281	R_HMR_6914
ENSG00000164919	R_HMR_6914
ENSG00000170516	R_HMR_6914
ENSG00000176340	R_HMR_6914
ENSG00000178741	R_HMR_6914
ENSG00000187581	R_HMR_6914
ENSG00000198712	R_HMR_6914
ENSG00000198804	R_HMR_6914
ENSG00000198938	R_HMR_6914
ENSG00000099624	R_HMR_6916
ENSG00000110955	R_HMR_6916
ENSG00000116459	R_HMR_6916
ENSG00000124172	R_HMR_6916
ENSG00000135390	R_HMR_6916
ENSG00000152234	R_HMR_6916
ENSG00000154518	R_HMR_6916
ENSG00000154723	R_HMR_6916
ENSG00000156411	R_HMR_6916
ENSG00000159199	R_HMR_6916
ENSG00000165629	R_HMR_6916
ENSG00000167283	R_HMR_6916
ENSG00000167863	R_HMR_6916
ENSG00000169020	R_HMR_6916
ENSG00000173915	R_HMR_6916
ENSG00000198899	R_HMR_6916
ENSG00000228253	R_HMR_6916
ENSG00000241468	R_HMR_6916
ENSG00000241837	R_HMR_6916
ENSG00000010256	R_HMR_6918
ENSG00000127540	R_HMR_6918
ENSG00000140740	R_HMR_6918
ENSG00000156467	R_HMR_6918
ENSG00000164405	R_HMR_6918
ENSG00000169021	R_HMR_6918
ENSG00000173660	R_HMR_6918
ENSG00000179091	R_HMR_6918
ENSG00000184076	R_HMR_6918
ENSG00000198727	R_HMR_6918
ENSG00000004779	R_HMR_6921
ENSG00000023228	R_HMR_6921
ENSG00000065518	R_HMR_6921
ENSG00000090266	R_HMR_6921
ENSG00000099795	R_HMR_6921
ENSG00000109390	R_HMR_6921
ENSG00000110717	R_HMR_6921
ENSG00000115286	R_HMR_6921
ENSG00000119013	R_HMR_6921
ENSG00000119421	R_HMR_6921
ENSG00000125356	R_HMR_6921
ENSG00000128609	R_HMR_6921
ENSG00000130414	R_HMR_6921
ENSG00000131495	R_HMR_6921
ENSG00000136521	R_HMR_6921
ENSG00000139180	R_HMR_6921
ENSG00000140990	R_HMR_6921
ENSG00000145494	R_HMR_6921
ENSG00000147123	R_HMR_6921
ENSG00000147684	R_HMR_6921
ENSG00000151366	R_HMR_6921
ENSG00000158864	R_HMR_6921
ENSG00000160194	R_HMR_6921
ENSG00000164258	R_HMR_6921
ENSG00000165264	R_HMR_6921
ENSG00000166136	R_HMR_6921
ENSG00000167792	R_HMR_6921
ENSG00000168653	R_HMR_6921
ENSG00000170906	R_HMR_6921
ENSG00000174886	R_HMR_6921
ENSG00000178127	R_HMR_6921
ENSG00000183648	R_HMR_6921
ENSG00000184752	R_HMR_6921
ENSG00000184983	R_HMR_6921
ENSG00000186010	R_HMR_6921
ENSG00000189043	R_HMR_6921
ENSG00000198695	R_HMR_6921
ENSG00000198763	R_HMR_6921
ENSG00000198786	R_HMR_6921
ENSG00000198840	R_HMR_6921
ENSG00000198886	R_HMR_6921
ENSG00000198888	R_HMR_6921
ENSG00000212907	R_HMR_6921
ENSG00000213619	R_HMR_6921
ENSG00000109610	R_HMR_3960
ENSG00000112096	R_HMR_3960
ENSG00000142168	R_HMR_3960
ENSG00000005187	R_HMR_0156
ENSG00000066813	R_HMR_0156
ENSG00000166743	R_HMR_0156
ENSG00000183549	R_HMR_0156
ENSG00000183747	R_HMR_0156
ENSG00000215009	R_HMR_0156
ENSG00000005187	R_HMR_0165
ENSG00000066813	R_HMR_0165
ENSG00000166743	R_HMR_0165
ENSG00000183549	R_HMR_0165
ENSG00000183747	R_HMR_0165
ENSG00000215009	R_HMR_0165
ENSG00000005187	R_HMR_0168
ENSG00000066813	R_HMR_0168
ENSG00000166743	R_HMR_0168
ENSG00000183549	R_HMR_0168
ENSG00000183747	R_HMR_0168
ENSG00000215009	R_HMR_0168
ENSG00000005187	R_HMR_0171
ENSG00000066813	R_HMR_0171
ENSG00000166743	R_HMR_0171
ENSG00000183549	R_HMR_0171
ENSG00000183747	R_HMR_0171
ENSG00000215009	R_HMR_0171
ENSG00000005187	R_HMR_0174
ENSG00000066813	R_HMR_0174
ENSG00000166743	R_HMR_0174
ENSG00000183549	R_HMR_0174
ENSG00000183747	R_HMR_0174
ENSG00000215009	R_HMR_0174
ENSG00000005187	R_HMR_0177
ENSG00000066813	R_HMR_0177
ENSG00000166743	R_HMR_0177
ENSG00000183549	R_HMR_0177
ENSG00000183747	R_HMR_0177
ENSG00000215009	R_HMR_0177
ENSG00000005187	R_HMR_0180
ENSG00000066813	R_HMR_0180
ENSG00000166743	R_HMR_0180
ENSG00000183549	R_HMR_0180
ENSG00000183747	R_HMR_0180
ENSG00000215009	R_HMR_0180
ENSG00000005187	R_HMR_0184
ENSG00000066813	R_HMR_0184
ENSG00000166743	R_HMR_0184
ENSG00000183549	R_HMR_0184
ENSG00000183747	R_HMR_0184
ENSG00000215009	R_HMR_0184
ENSG00000068366	R_HMR_0188
ENSG00000103740	R_HMR_0188
ENSG00000123983	R_HMR_0188
ENSG00000130377	R_HMR_0188
ENSG00000140284	R_HMR_0188
ENSG00000151726	R_HMR_0188
ENSG00000164398	R_HMR_0188
ENSG00000197142	R_HMR_0188
ENSG00000239642	R_HMR_0188
ENSG00000068366	R_HMR_0192
ENSG00000103740	R_HMR_0192
ENSG00000123983	R_HMR_0192
ENSG00000130377	R_HMR_0192
ENSG00000140284	R_HMR_0192
ENSG00000151726	R_HMR_0192
ENSG00000164398	R_HMR_0192
ENSG00000197142	R_HMR_0192
ENSG00000239642	R_HMR_0192
ENSG00000068366	R_HMR_0196
ENSG00000103740	R_HMR_0196
ENSG00000123983	R_HMR_0196
ENSG00000130377	R_HMR_0196
ENSG00000140284	R_HMR_0196
ENSG00000151726	R_HMR_0196
ENSG00000164398	R_HMR_0196
ENSG00000197142	R_HMR_0196
ENSG00000239642	R_HMR_0196
ENSG00000068366	R_HMR_0200
ENSG00000103740	R_HMR_0200
ENSG00000123983	R_HMR_0200
ENSG00000130377	R_HMR_0200
ENSG00000140284	R_HMR_0200
ENSG00000151726	R_HMR_0200
ENSG00000164398	R_HMR_0200
ENSG00000197142	R_HMR_0200
ENSG00000239642	R_HMR_0200
ENSG00000068366	R_HMR_0204
ENSG00000103740	R_HMR_0204
ENSG00000123983	R_HMR_0204
ENSG00000130377	R_HMR_0204
ENSG00000140284	R_HMR_0204
ENSG00000151726	R_HMR_0204
ENSG00000164398	R_HMR_0204
ENSG00000197142	R_HMR_0204
ENSG00000239642	R_HMR_0204
ENSG00000068366	R_HMR_0209
ENSG00000103740	R_HMR_0209
ENSG00000123983	R_HMR_0209
ENSG00000130377	R_HMR_0209
ENSG00000140284	R_HMR_0209
ENSG00000151726	R_HMR_0209
ENSG00000164398	R_HMR_0209
ENSG00000197142	R_HMR_0209
ENSG00000239642	R_HMR_0209
ENSG00000068366	R_HMR_0213
ENSG00000103740	R_HMR_0213
ENSG00000123983	R_HMR_0213
ENSG00000130377	R_HMR_0213
ENSG00000140284	R_HMR_0213
ENSG00000151726	R_HMR_0213
ENSG00000164398	R_HMR_0213
ENSG00000197142	R_HMR_0213
ENSG00000239642	R_HMR_0213
ENSG00000068366	R_HMR_0217
ENSG00000103740	R_HMR_0217
ENSG00000123983	R_HMR_0217
ENSG00000130377	R_HMR_0217
ENSG00000140284	R_HMR_0217
ENSG00000151726	R_HMR_0217
ENSG00000164398	R_HMR_0217
ENSG00000197142	R_HMR_0217
ENSG00000239642	R_HMR_0217
ENSG00000068366	R_HMR_0226
ENSG00000103740	R_HMR_0226
ENSG00000123983	R_HMR_0226
ENSG00000130377	R_HMR_0226
ENSG00000140284	R_HMR_0226
ENSG00000151726	R_HMR_0226
ENSG00000164398	R_HMR_0226
ENSG00000197142	R_HMR_0226
ENSG00000239642	R_HMR_0226
ENSG00000068366	R_HMR_0233
ENSG00000103740	R_HMR_0233
ENSG00000123983	R_HMR_0233
ENSG00000130377	R_HMR_0233
ENSG00000140284	R_HMR_0233
ENSG00000151726	R_HMR_0233
ENSG00000164398	R_HMR_0233
ENSG00000197142	R_HMR_0233
ENSG00000239642	R_HMR_0233
ENSG00000068366	R_HMR_0237
ENSG00000103740	R_HMR_0237
ENSG00000123983	R_HMR_0237
ENSG00000130377	R_HMR_0237
ENSG00000140284	R_HMR_0237
ENSG00000151726	R_HMR_0237
ENSG00000164398	R_HMR_0237
ENSG00000197142	R_HMR_0237
ENSG00000239642	R_HMR_0237
ENSG00000068366	R_HMR_0241
ENSG00000103740	R_HMR_0241
ENSG00000123983	R_HMR_0241
ENSG00000130377	R_HMR_0241
ENSG00000140284	R_HMR_0241
ENSG00000151726	R_HMR_0241
ENSG00000164398	R_HMR_0241
ENSG00000197142	R_HMR_0241
ENSG00000239642	R_HMR_0241
ENSG00000068366	R_HMR_0245
ENSG00000103740	R_HMR_0245
ENSG00000123983	R_HMR_0245
ENSG00000130377	R_HMR_0245
ENSG00000140284	R_HMR_0245
ENSG00000151726	R_HMR_0245
ENSG00000164398	R_HMR_0245
ENSG00000197142	R_HMR_0245
ENSG00000239642	R_HMR_0245
ENSG00000068366	R_HMR_0249
ENSG00000103740	R_HMR_0249
ENSG00000119673	R_HMR_0249
ENSG00000123983	R_HMR_0249
ENSG00000130377	R_HMR_0249
ENSG00000140284	R_HMR_0249
ENSG00000151726	R_HMR_0249
ENSG00000164398	R_HMR_0249
ENSG00000177465	R_HMR_0249
ENSG00000197142	R_HMR_0249
ENSG00000239642	R_HMR_0249
ENSG00000068366	R_HMR_0255
ENSG00000103740	R_HMR_0255
ENSG00000123983	R_HMR_0255
ENSG00000130377	R_HMR_0255
ENSG00000140284	R_HMR_0255
ENSG00000151726	R_HMR_0255
ENSG00000164398	R_HMR_0255
ENSG00000197142	R_HMR_0255
ENSG00000239642	R_HMR_0255
ENSG00000068366	R_HMR_0259
ENSG00000103740	R_HMR_0259
ENSG00000123983	R_HMR_0259
ENSG00000130377	R_HMR_0259
ENSG00000140284	R_HMR_0259
ENSG00000151726	R_HMR_0259
ENSG00000164398	R_HMR_0259
ENSG00000197142	R_HMR_0259
ENSG00000239642	R_HMR_0259
ENSG00000068366	R_HMR_0263
ENSG00000103740	R_HMR_0263
ENSG00000123983	R_HMR_0263
ENSG00000130377	R_HMR_0263
ENSG00000140284	R_HMR_0263
ENSG00000151726	R_HMR_0263
ENSG00000164398	R_HMR_0263
ENSG00000197142	R_HMR_0263
ENSG00000239642	R_HMR_0263
ENSG00000068366	R_HMR_0267
ENSG00000103740	R_HMR_0267
ENSG00000123983	R_HMR_0267
ENSG00000130377	R_HMR_0267
ENSG00000140284	R_HMR_0267
ENSG00000151726	R_HMR_0267
ENSG00000164398	R_HMR_0267
ENSG00000197142	R_HMR_0267
ENSG00000239642	R_HMR_0267
ENSG00000068366	R_HMR_0271
ENSG00000103740	R_HMR_0271
ENSG00000123983	R_HMR_0271
ENSG00000130377	R_HMR_0271
ENSG00000140284	R_HMR_0271
ENSG00000151726	R_HMR_0271
ENSG00000164398	R_HMR_0271
ENSG00000197142	R_HMR_0271
ENSG00000239642	R_HMR_0271
ENSG00000068366	R_HMR_0275
ENSG00000103740	R_HMR_0275
ENSG00000123983	R_HMR_0275
ENSG00000130377	R_HMR_0275
ENSG00000140284	R_HMR_0275
ENSG00000151726	R_HMR_0275
ENSG00000164398	R_HMR_0275
ENSG00000197142	R_HMR_0275
ENSG00000239642	R_HMR_0275
ENSG00000068366	R_HMR_0279
ENSG00000103740	R_HMR_0279
ENSG00000123983	R_HMR_0279
ENSG00000130377	R_HMR_0279
ENSG00000140284	R_HMR_0279
ENSG00000151726	R_HMR_0279
ENSG00000164398	R_HMR_0279
ENSG00000197142	R_HMR_0279
ENSG00000239642	R_HMR_0279
ENSG00000068366	R_HMR_0283
ENSG00000103740	R_HMR_0283
ENSG00000123983	R_HMR_0283
ENSG00000130377	R_HMR_0283
ENSG00000140284	R_HMR_0283
ENSG00000151726	R_HMR_0283
ENSG00000164398	R_HMR_0283
ENSG00000197142	R_HMR_0283
ENSG00000239642	R_HMR_0283
ENSG00000068366	R_HMR_0289
ENSG00000103740	R_HMR_0289
ENSG00000123983	R_HMR_0289
ENSG00000130377	R_HMR_0289
ENSG00000140284	R_HMR_0289
ENSG00000151726	R_HMR_0289
ENSG00000164398	R_HMR_0289
ENSG00000197142	R_HMR_0289
ENSG00000239642	R_HMR_0289
ENSG00000068366	R_HMR_0293
ENSG00000103740	R_HMR_0293
ENSG00000123983	R_HMR_0293
ENSG00000130377	R_HMR_0293
ENSG00000140284	R_HMR_0293
ENSG00000151726	R_HMR_0293
ENSG00000164398	R_HMR_0293
ENSG00000197142	R_HMR_0293
ENSG00000239642	R_HMR_0293
ENSG00000068366	R_HMR_0297
ENSG00000103740	R_HMR_0297
ENSG00000123983	R_HMR_0297
ENSG00000130377	R_HMR_0297
ENSG00000140284	R_HMR_0297
ENSG00000151726	R_HMR_0297
ENSG00000164398	R_HMR_0297
ENSG00000197142	R_HMR_0297
ENSG00000239642	R_HMR_0297
ENSG00000068366	R_HMR_0301
ENSG00000103740	R_HMR_0301
ENSG00000123983	R_HMR_0301
ENSG00000130377	R_HMR_0301
ENSG00000140284	R_HMR_0301
ENSG00000151726	R_HMR_0301
ENSG00000164398	R_HMR_0301
ENSG00000197142	R_HMR_0301
ENSG00000239642	R_HMR_0301
ENSG00000068366	R_HMR_0305
ENSG00000103740	R_HMR_0305
ENSG00000123983	R_HMR_0305
ENSG00000130377	R_HMR_0305
ENSG00000140284	R_HMR_0305
ENSG00000151726	R_HMR_0305
ENSG00000164398	R_HMR_0305
ENSG00000197142	R_HMR_0305
ENSG00000239642	R_HMR_0305
ENSG00000068366	R_HMR_0309
ENSG00000103740	R_HMR_0309
ENSG00000123983	R_HMR_0309
ENSG00000130377	R_HMR_0309
ENSG00000140284	R_HMR_0309
ENSG00000151726	R_HMR_0309
ENSG00000164398	R_HMR_0309
ENSG00000197142	R_HMR_0309
ENSG00000239642	R_HMR_0309
ENSG00000068366	R_HMR_0313
ENSG00000103740	R_HMR_0313
ENSG00000123983	R_HMR_0313
ENSG00000130377	R_HMR_0313
ENSG00000140284	R_HMR_0313
ENSG00000151726	R_HMR_0313
ENSG00000164398	R_HMR_0313
ENSG00000197142	R_HMR_0313
ENSG00000239642	R_HMR_0313
ENSG00000068366	R_HMR_0319
ENSG00000103740	R_HMR_0319
ENSG00000123983	R_HMR_0319
ENSG00000130377	R_HMR_0319
ENSG00000140284	R_HMR_0319
ENSG00000151726	R_HMR_0319
ENSG00000164398	R_HMR_0319
ENSG00000197142	R_HMR_0319
ENSG00000239642	R_HMR_0319
ENSG00000068366	R_HMR_0323
ENSG00000103740	R_HMR_0323
ENSG00000123983	R_HMR_0323
ENSG00000130377	R_HMR_0323
ENSG00000140284	R_HMR_0323
ENSG00000151726	R_HMR_0323
ENSG00000164398	R_HMR_0323
ENSG00000197142	R_HMR_0323
ENSG00000239642	R_HMR_0323
ENSG00000068366	R_HMR_0327
ENSG00000103740	R_HMR_0327
ENSG00000123983	R_HMR_0327
ENSG00000130377	R_HMR_0327
ENSG00000140284	R_HMR_0327
ENSG00000151726	R_HMR_0327
ENSG00000164398	R_HMR_0327
ENSG00000197142	R_HMR_0327
ENSG00000239642	R_HMR_0327
ENSG00000068366	R_HMR_0331
ENSG00000103740	R_HMR_0331
ENSG00000123983	R_HMR_0331
ENSG00000130377	R_HMR_0331
ENSG00000140284	R_HMR_0331
ENSG00000151726	R_HMR_0331
ENSG00000164398	R_HMR_0331
ENSG00000197142	R_HMR_0331
ENSG00000239642	R_HMR_0331
ENSG00000068366	R_HMR_0337
ENSG00000103740	R_HMR_0337
ENSG00000123983	R_HMR_0337
ENSG00000130377	R_HMR_0337
ENSG00000140284	R_HMR_0337
ENSG00000151726	R_HMR_0337
ENSG00000164398	R_HMR_0337
ENSG00000197142	R_HMR_0337
ENSG00000239642	R_HMR_0337
ENSG00000068366	R_HMR_0341
ENSG00000103740	R_HMR_0341
ENSG00000123983	R_HMR_0341
ENSG00000130377	R_HMR_0341
ENSG00000140284	R_HMR_0341
ENSG00000151726	R_HMR_0341
ENSG00000164398	R_HMR_0341
ENSG00000197142	R_HMR_0341
ENSG00000239642	R_HMR_0341
ENSG00000068366	R_HMR_0345
ENSG00000103740	R_HMR_0345
ENSG00000123983	R_HMR_0345
ENSG00000130377	R_HMR_0345
ENSG00000140284	R_HMR_0345
ENSG00000151726	R_HMR_0345
ENSG00000164398	R_HMR_0345
ENSG00000197142	R_HMR_0345
ENSG00000239642	R_HMR_0345
ENSG00000068366	R_HMR_0349
ENSG00000103740	R_HMR_0349
ENSG00000123983	R_HMR_0349
ENSG00000130377	R_HMR_0349
ENSG00000140284	R_HMR_0349
ENSG00000151726	R_HMR_0349
ENSG00000164398	R_HMR_0349
ENSG00000197142	R_HMR_0349
ENSG00000239642	R_HMR_0349
ENSG00000068366	R_HMR_0353
ENSG00000103740	R_HMR_0353
ENSG00000123983	R_HMR_0353
ENSG00000130377	R_HMR_0353
ENSG00000140284	R_HMR_0353
ENSG00000151726	R_HMR_0353
ENSG00000164398	R_HMR_0353
ENSG00000197142	R_HMR_0353
ENSG00000239642	R_HMR_0353
ENSG00000068366	R_HMR_0357
ENSG00000103740	R_HMR_0357
ENSG00000123983	R_HMR_0357
ENSG00000130377	R_HMR_0357
ENSG00000140284	R_HMR_0357
ENSG00000151726	R_HMR_0357
ENSG00000164398	R_HMR_0357
ENSG00000197142	R_HMR_0357
ENSG00000239642	R_HMR_0357
ENSG00000068366	R_HMR_0361
ENSG00000103740	R_HMR_0361
ENSG00000123983	R_HMR_0361
ENSG00000130377	R_HMR_0361
ENSG00000140284	R_HMR_0361
ENSG00000151726	R_HMR_0361
ENSG00000164398	R_HMR_0361
ENSG00000197142	R_HMR_0361
ENSG00000239642	R_HMR_0361
ENSG00000068366	R_HMR_0365
ENSG00000103740	R_HMR_0365
ENSG00000123983	R_HMR_0365
ENSG00000130377	R_HMR_0365
ENSG00000140284	R_HMR_0365
ENSG00000151726	R_HMR_0365
ENSG00000164398	R_HMR_0365
ENSG00000197142	R_HMR_0365
ENSG00000239642	R_HMR_0365
ENSG00000068366	R_HMR_0369
ENSG00000103740	R_HMR_0369
ENSG00000123983	R_HMR_0369
ENSG00000130377	R_HMR_0369
ENSG00000140284	R_HMR_0369
ENSG00000151726	R_HMR_0369
ENSG00000164398	R_HMR_0369
ENSG00000197142	R_HMR_0369
ENSG00000239642	R_HMR_0369
ENSG00000068366	R_HMR_0373
ENSG00000103740	R_HMR_0373
ENSG00000123983	R_HMR_0373
ENSG00000130377	R_HMR_0373
ENSG00000140284	R_HMR_0373
ENSG00000151726	R_HMR_0373
ENSG00000164398	R_HMR_0373
ENSG00000197142	R_HMR_0373
ENSG00000239642	R_HMR_0373
ENSG00000068366	R_HMR_0377
ENSG00000103740	R_HMR_0377
ENSG00000123983	R_HMR_0377
ENSG00000130377	R_HMR_0377
ENSG00000140284	R_HMR_0377
ENSG00000151726	R_HMR_0377
ENSG00000164398	R_HMR_0377
ENSG00000197142	R_HMR_0377
ENSG00000239642	R_HMR_0377
ENSG00000068366	R_HMR_0381
ENSG00000103740	R_HMR_0381
ENSG00000123983	R_HMR_0381
ENSG00000130377	R_HMR_0381
ENSG00000140284	R_HMR_0381
ENSG00000151726	R_HMR_0381
ENSG00000164398	R_HMR_0381
ENSG00000197142	R_HMR_0381
ENSG00000239642	R_HMR_0381
ENSG00000068366	R_HMR_0385
ENSG00000103740	R_HMR_0385
ENSG00000123983	R_HMR_0385
ENSG00000130377	R_HMR_0385
ENSG00000140284	R_HMR_0385
ENSG00000151726	R_HMR_0385
ENSG00000164398	R_HMR_0385
ENSG00000197142	R_HMR_0385
ENSG00000239642	R_HMR_0385
ENSG00000068366	R_HMR_0389
ENSG00000103740	R_HMR_0389
ENSG00000123983	R_HMR_0389
ENSG00000130377	R_HMR_0389
ENSG00000140284	R_HMR_0389
ENSG00000151726	R_HMR_0389
ENSG00000164398	R_HMR_0389
ENSG00000197142	R_HMR_0389
ENSG00000239642	R_HMR_0389
ENSG00000068366	R_HMR_0393
ENSG00000103740	R_HMR_0393
ENSG00000123983	R_HMR_0393
ENSG00000130377	R_HMR_0393
ENSG00000140284	R_HMR_0393
ENSG00000151726	R_HMR_0393
ENSG00000164398	R_HMR_0393
ENSG00000197142	R_HMR_0393
ENSG00000239642	R_HMR_0393
ENSG00000068366	R_HMR_0397
